biosequence_name	is_covering	presence_level	probability	confidence	n_observations	norm_PSMs_per_100K	n_distinct_peptides	chromosome	genetic_locus	start_in_chromosome	end_in_chromosome	strand	relationship_phrase	reference_biosequence	represented_by_biosequence_id	group_number	seq_unique_prots_in_group	protein_group_seq_align_link	is_keratin	is_immunoglobulin	biosequence_description	organism_full_name
A0A0B4J1U7	C	canonical	  1.000	  0.000	7347	 83.778	26								P04114	702	27069				nP20K IGHV6-1 NX_A0A0B4J1U7-1 Immunoglobulin heavy variable 6-1 isoform Iso 1 PE=1 CONCAT=2639	Homo sapiens
A0A0B4J1V0	C	canonical	  1.000	  0.000	143656	1170.08	63								P04114	702	27069				nP20K IGHV3-15 NX_A0A0B4J1V0-1 Immunoglobulin heavy variable 3-15 isoform Iso 1 PE=1 CONCAT=8248	Homo sapiens
A0A0B4J1V1	C	canonical	  1.000	  0.000	205099	2338.75	57								P04114	702	27069				nP20K IGHV3-21 NX_A0A0B4J1V1-1 Immunoglobulin heavy variable 3-21 isoform Iso 1 PE=1 CONCAT=13991	Homo sapiens
A0A0B4J1V2	C	canonical	  1.000	  0.000	3910	 37.155	12								P04114	702	27069				nP20K IGHV2-26 NX_A0A0B4J1V2-1 Immunoglobulin heavy variable 2-26 isoform Iso 1 PE=1 CONCAT=2127	Homo sapiens
A0A0B4J1V6	C	canonical	  1.000	  0.000	99785	812.751	70								P04114	702	27069				nP20K IGHV3-73 NX_A0A0B4J1V6-1 Immunoglobulin heavy variable 3-73 isoform Iso 1 PE=1 CONCAT=1042	Homo sapiens
A0A0B4J1X5	C	canonical	  1.000	  0.000	147150	1198.54	62								P04114	702	27069				nP20K IGHV3-74 NX_A0A0B4J1X5-1 Immunoglobulin heavy variable 3-74 isoform Iso 1 PE=1 CONCAT=4863	Homo sapiens
A0A0B4J1X8	C	canonical	  1.000	  0.000	116909	1110.93	105								P04114	702	27069				nP20K IGHV3-43 NX_A0A0B4J1X8-1 Immunoglobulin heavy variable 3-43 isoform Iso 1 PE=1 CONCAT=1343	Homo sapiens
A0A0B4J1Y8	C	canonical	  1.000	  0.000	2642	 25.106	22								P04114	702	27069				nP20K IGLV9-49 NX_A0A0B4J1Y8-1 Immunoglobulin lambda variable 9-49 isoform Iso 1 PE=1 CONCAT=2945	Homo sapiens
A0A0B4J1Y9	C	canonical	  1.000	  0.000	137366	1305.32	52								P04114	702	27069				nP20K IGHV3-72 NX_A0A0B4J1Y9-1 Immunoglobulin heavy variable 3-72 isoform Iso 1 PE=1 CONCAT=2400	Homo sapiens
A0A0B4J1Z2	C	canonical	  1.000	  0.000	30131	343.585	84								P04114	702	27069				nP20K IGKV1D-43 NX_A0A0B4J1Z2-1 Immunoglobulin kappa variable 1D-43 isoform Iso 1 PE=3 CONCAT=6623	Homo sapiens
A0A0B4J2D9	C	canonical	  1.000	  0.000	13314	151.820	71								P04114	702	27069				nP20K IGKV1D-13 NX_A0A0B4J2D9-1 Immunoglobulin kappa variable 1D-13 isoform Iso 1 PE=1 CONCAT=3125	Homo sapiens
A0A0C4DH29	C	canonical	  1.000	  0.000	36573	347.536	35								P04114	702	27069				nP20K IGHV1-3 NX_A0A0C4DH29-1 Immunoglobulin heavy variable 1-3 isoform Iso 1 PE=1 CONCAT=6852	Homo sapiens
A0A0C4DH31	C	canonical	  1.000	  0.000	41019	389.784	145								P04114	702	27069				nP20K IGHV1-18 NX_A0A0C4DH31-1 Immunoglobulin heavy variable 1-18 isoform Iso 1 PE=1 CONCAT=14677	Homo sapiens
A0A0C4DH33	C	canonical	  1.000	  0.000	34462	327.476	27								P04114	702	27069				nP20K IGHV1-24 NX_A0A0C4DH33-1 Immunoglobulin heavy variable 1-24 isoform Iso 1 PE=1 CONCAT=7229	Homo sapiens
A0A0C4DH34	C	canonical	  1.000	  0.000	21698	247.423	83								P04114	702	27069				nP20K IGHV4-28 NX_A0A0C4DH34-1 Immunoglobulin heavy variable 4-28 isoform Iso 1 PE=1 CONCAT=1995	Homo sapiens
A0A0C4DH38	C	canonical	  1.000	  0.000	22794	185.658	31								P04114	702	27069				nP20K IGHV5-51 NX_A0A0C4DH38-1 Immunoglobulin heavy variable 5-51 isoform Iso 1 PE=1 CONCAT=12030	Homo sapiens
A0A0C4DH67	C	canonical	  1.000	  0.000	31772	362.297	100								P04114	702	27069				nP20K IGKV1-8 NX_A0A0C4DH67-1 Immunoglobulin kappa variable 1-8 isoform Iso 1 PE=3 CONCAT=6811	Homo sapiens
A0A0C4DH68	C	canonical	  1.000	  0.000	6649	 75.819	25								P04114	702	27069				nP20K IGKV2-24 NX_A0A0C4DH68-1 Immunoglobulin kappa variable 2-24 isoform Iso 1 PE=1 CONCAT=3916	Homo sapiens
A0A0C4DH69	C	canonical	  1.000	  0.000	78136	890.987	160								P04114	702	27069				nP20K IGKV1-9 NX_A0A0C4DH69-1 Immunoglobulin kappa variable 1-9 isoform Iso 1 PE=3 CONCAT=5166	Homo sapiens
A0A0M3KKW6	C	canonical	  1.000	  0.000	59925	488.091	121								P04114	702	27069				UPTr tr|A0A0M3KKW6|A0A0M3KKW6_HUMAN Fab Hu 15C1 Heavy chain OS=Homo sapiens PE=1 SV=1	Homo sapiens
A0A0X9TD47	C	canonical	  1.000	  0.000	24524	233.040	34								P04114	702	27069				UPTr tr|A0A0X9TD47|A0A0X9TD47_HUMAN MS-D1 light chain variable region (Fragment) OS=Homo sapiens PE=2 SV=1	Homo sapiens
A0A0X9USL5	C	canonical	  1.000	  0.000	7871	112.192	23								P04114	702	27069				UPTr tr|A0A0X9USL5|A0A0X9USL5_HUMAN MS-D2 light chain variable region (Fragment) OS=Homo sapiens PE=2 SV=1	Homo sapiens
A0A0X9V9B3	C	canonical	  1.000	  0.000	4752	 54.187	31								P04114	702	27069				UPTr tr|A0A0X9V9B3|A0A0X9V9B3_HUMAN MS-F1 light chain variable region (Fragment) OS=Homo sapiens PE=2 SV=1	Homo sapiens
A0A0X9V9D6	C	canonical	  1.000	  0.000	5663	 64.575	24								P04114	702	27069				UPTr tr|A0A0X9V9D6|A0A0X9V9D6_HUMAN IBM-B2 light chain variable region (Fragment) OS=Homo sapiens PE=2 SV=1	Homo sapiens
A0A109PS54	C	canonical	  1.000	  0.000	17888	203.977	33								P04114	702	27069				UPTr tr|A0A109PS54|A0A109PS54_HUMAN GCT-A8 light chain variable region (Fragment) OS=Homo sapiens PE=2 SV=1	Homo sapiens
A0A109PW33	C	canonical	  1.000	  0.000	20140	287.071	34								P04114	702	27069				UPTr tr|A0A109PW33|A0A109PW33_HUMAN MS-C1 light chain variable region (Fragment) OS=Homo sapiens PE=2 SV=1	Homo sapiens
A0A125QYY4	C	canonical	  1.000	  0.000	17026	138.677	25								P04114	702	27069				UPTr tr|A0A125QYY4|A0A125QYY4_HUMAN GCT-A7 heavy chain variable region (Fragment) OS=Homo sapiens PE=2 SV=1	Homo sapiens
A0A125QYY5	C	canonical	  1.000	  0.000	25322	360.935	42								P04114	702	27069				UPTr tr|A0A125QYY5|A0A125QYY5_HUMAN GCT-A9 light chain variable region (Fragment) OS=Homo sapiens PE=2 SV=1	Homo sapiens
A0A125QYY8	C	canonical	  1.000	  0.000	9589	 91.120	24								P04114	702	27069				UPTr tr|A0A125QYY8|A0A125QYY8_HUMAN IBM-B1 light chain variable region (Fragment) OS=Homo sapiens PE=2 SV=1	Homo sapiens
A0A125QYY9	C	canonical	  1.000	  0.000	18928	154.169	35								P04114	702	27069				UPTr tr|A0A125QYY9|A0A125QYY9_HUMAN IBM-B2 heavy chain variable region (Fragment) OS=Homo sapiens PE=2 SV=1	Homo sapiens
A0A125U0U7	C	canonical	  1.000	  0.000	12011	 85.601	23								P04114	702	27069				UPTr tr|A0A125U0U7|A0A125U0U7_HUMAN MS-C1 heavy chain variable region (Fragment) OS=Homo sapiens PE=2 SV=1	Homo sapiens
A0A125U0V1	C	canonical	  1.000	  0.000	16378	116.724	29								P04114	702	27069				UPTr tr|A0A125U0V1|A0A125U0V1_HUMAN MS-F1 heavy chain variable region (Fragment) OS=Homo sapiens PE=2 SV=1	Homo sapiens
A0A125U0V4	C	canonical	  1.000	  0.000	4038	 32.890	19								P04114	702	27069				UPTr tr|A0A125U0V4|A0A125U0V4_HUMAN GCT-A2 heavy chain variable region (Fragment) OS=Homo sapiens PE=2 SV=1	Homo sapiens
A0A193CHR0	C	canonical	  1.000	  0.000	29377	239.276	53								P04114	702	27069				UPTr tr|A0A193CHR0|A0A193CHR0_HUMAN 10E8 heavy chain variable region (Fragment) OS=Homo sapiens PE=2 SV=1	Homo sapiens
A0N5G5	C	canonical	  1.000	  0.000	21311	173.579	28								P04114	702	27069				UPTr tr|A0N5G5|A0N5G5_HUMAN Rheumatoid factor D5 light chain (Fragment) OS=Homo sapiens GN=V<kappa>3 PE=2 SV=1	Homo sapiens
A0N5T0	C	canonical	  1.000	  0.000	3547	 16.853	11								P04114	702	27069				UPTr tr|A0N5T0|A0N5T0_HUMAN V<gamma>1 protein (Fragment) OS=Homo sapiens GN=V<gamma>1 PE=4 SV=1	Homo sapiens
A0N7I9	C	canonical	  1.000	  0.000	3936	 28.051	14								P04114	702	27069				UPTr tr|A0N7I9|A0N7I9_HUMAN F5-20 (Fragment) OS=Homo sapiens GN=F5-20 PE=2 SV=1	Homo sapiens
A2IPI0	C	canonical	  1.000	  0.000	13592	193.738	39								P04114	702	27069				UPTr tr|A2IPI0|A2IPI0_HUMAN HRV Fab N6-VL (Fragment) OS=Homo sapiens PE=2 SV=1	Homo sapiens
A2IPI1	C	canonical	  1.000	  0.000	21348	243.432	48								P04114	702	27069				UPTr tr|A2IPI1|A2IPI1_HUMAN HRV Fab N8-VL (Fragment) OS=Homo sapiens PE=2 SV=1	Homo sapiens
A2IPI2	C	canonical	  1.000	  0.000	42342	344.877	67								P04114	702	27069				UPTr tr|A2IPI2|A2IPI2_HUMAN HRV Fab N27-VL (Fragment) OS=Homo sapiens PE=2 SV=1	Homo sapiens
A2IPI4	C	canonical	  1.000	  0.000	14981	170.829	53								P04114	702	27069				UPTr tr|A2IPI4|A2IPI4_HUMAN HRV Fab 025-VL (Fragment) OS=Homo sapiens PE=2 SV=1	Homo sapiens
A2IPI5	C	canonical	  1.000	  0.000	38551	366.332	61								P04114	702	27069				UPTr tr|A2IPI5|A2IPI5_HUMAN HRV Fab 026-VL (Fragment) OS=Homo sapiens PE=2 SV=1	Homo sapiens
A2IPI6	C	canonical	  1.000	  0.000	4698	 53.571	24								P04114	702	27069				UPTr tr|A2IPI6|A2IPI6_HUMAN HRV Fab 027-VL (Fragment) OS=Homo sapiens PE=2 SV=1	Homo sapiens
A2J422	C	canonical	  1.000	  0.000	13872	 79.091	82								P04114	702	27069				UPTr tr|A2J422|A2J422_HUMAN Anti-HER3 scFv (Fragment) OS=Homo sapiens PE=2 SV=1	Homo sapiens
A2JA16	C	canonical	  1.000	  0.000	12643	180.211	35								P04114	702	27069				UPTr tr|A2JA16|A2JA16_HUMAN Anti-mucin1 light chain variable region (Fragment) OS=Homo sapiens PE=2 SV=1	Homo sapiens
A2KBC1	C	canonical	  1.000	  0.000	105505	546.853	115								P04114	702	27069				UPTr tr|A2KBC1|A2KBC1_HUMAN Anti-(ED-B) scFV (Fragment) OS=Homo sapiens PE=2 SV=2	Homo sapiens
A2NUT2	C	canonical	  1.000	  0.000	399098	1750.36	156								P04114	702	27069				UPTr tr|A2NUT2|A2NUT2_HUMAN Lambda-chain (AA -20 to 215) OS=Homo sapiens PE=1 SV=1	Homo sapiens
A2NV54	C	canonical	  1.000	  0.000	11216	106.580	37								P04114	702	27069				UPTr tr|A2NV54|A2NV54_HUMAN Precursor (AA -19 to 108) (Fragment) OS=Homo sapiens PE=2 SV=1	Homo sapiens
A2NXP8	C	canonical	  1.000	  0.000	13094	 93.320	23								P04114	702	27069				UPTr tr|A2NXP8|A2NXP8_HUMAN Heavy chain variable region (Fragment) OS=Homo sapiens PE=2 SV=1	Homo sapiens
A2NXP9	C	canonical	  1.000	  0.000	39380	374.210	58								P04114	702	27069				UPTr tr|A2NXP9|A2NXP9_HUMAN K light chain variable region (Fragment) OS=Homo sapiens PE=2 SV=1	Homo sapiens
A2NYV1	C	canonical	  1.000	  0.000	10575	 75.367	21								P04114	702	27069				UPTr tr|A2NYV1|A2NYV1_HUMAN Heavy chain Fab (Fragment) OS=Homo sapiens PE=2 SV=1	Homo sapiens
A2NZ55	C	canonical	  1.000	  0.000	21161	172.357	52								P04114	702	27069				UPTr tr|A2NZ55|A2NZ55_HUMAN Variable immnoglobulin anti-estradiol heavy chain (Fragment) OS=Homo sapiens PE=2 SV=1	Homo sapiens
A4F255	C	canonical	  1.000	  0.000	54920	260.939	120								P04114	702	27069				UPTr tr|A4F255|A4F255_HUMAN Immunoblobulin G1 Fab heavy chain variable region (Fragment) OS=Homo sapiens GN=VHCH1 PE=1 SV=1	Homo sapiens
A6NI73	C	canonical	  1.000	  0.000	47	  0.191	4								P04114	702	27069				nP20K LILRA5 NX_A6NI73-1 Leukocyte immunoglobulin-like receptor subfamily A member 5 isoform Iso 1 PE=1 CONCAT=999	Homo sapiens
A6NMZ7	C	canonical	  1.000	  0.000	116	  0.056	30								P04114	702	27069				nP20K COL6A6 NX_A6NMZ7-1 Collagen alpha-6(VI) chain isoform Iso 1 PE=1 CONCAT=4447	Homo sapiens
A8K2U0	C	canonical	  0.999	  0.000	1931	  1.488	14								P04114	702	27069				nP20K A2ML1 NX_A8K2U0-1 Alpha-2-macroglobulin-like protein 1 isoform Iso 1 PE=1 CONCAT=3490	Homo sapiens
A8K9P0	C	canonical	  1.000	  0.000	1915094	2873.41	1000								P04114	702	27069				UPTr tr|A8K9P0|A8K9P0_HUMAN cDNA FLJ78413, highly similar to Homo sapiens albumin, mRNA OS=Homo sapiens PE=2 SV=1	Homo sapiens
B1N7B6	C	canonical	  1.000	  0.000	9408	 89.400	37								P04114	702	27069				UPTr tr|B1N7B6|B1N7B6_HUMAN Cryocrystalglobulin CC1 heavy chain variable region (Fragment) OS=Homo sapiens PE=2 SV=1	Homo sapiens
B4DPR2	C	canonical	  1.000	  0.000	1570534	2984.81	848								P04114	702	27069				UPTr tr|B4DPR2|B4DPR2_HUMAN cDNA FLJ50830, highly similar to Serum albumin OS=Homo sapiens PE=2 SV=1	Homo sapiens
B4DR57	C	canonical	  1.000	  0.000	88568	420.810	109								P04114	702	27069				UPTr tr|B4DR57|B4DR57_HUMAN cDNA FLJ60818, highly similar to Complement C3 OS=Homo sapiens PE=2 SV=1	Homo sapiens
B4E3S6	C	canonical	  1.000	  0.000	154909	368.007	214								P04114	702	27069				UPTr tr|B4E3S6|B4E3S6_HUMAN cDNA FLJ58413, highly similar to Complement component C7 OS=Homo sapiens PE=2 SV=1	Homo sapiens
B6EDE2	C	canonical	  1.000	  0.000	12421	 88.523	16								P04114	702	27069				UPTr tr|B6EDE2|B6EDE2_HUMAN Epididymis luminal protein 180 (Fragment) OS=Homo sapiens GN=HEL180 PE=2 SV=1	Homo sapiens
B7Z556	C	canonical	  1.000	  0.000	113774	589.713	127								P04114	702	27069				UPTr tr|B7Z556|B7Z556_HUMAN cDNA FLJ56822, highly similar to Alpha-2-HS-glycoprotein OS=Homo sapiens PE=2 SV=1	Homo sapiens
B9A064	C	canonical	  1.000	  0.000	366352	1740.64	111								P04114	702	27069				nP20K IGLL5 NX_B9A064-1 Immunoglobulin lambda-like polypeptide 5 isoform Iso 1 PE=1 CONCAT=4152	Homo sapiens
CONTRIB_OTTHUMG00000041662	C	canonical	  1.000	  0.000	95	  1.354	5								P04114	702	27069				putatively translated pseudogenes	Homo sapiens
D6RE86	C	canonical	  1.000	  0.000	266718	1689.66	143								P04114	702	27069				UPCP tr|D6RE86|D6RE86_HUMAN Ceruloplasmin (Fragment) OS=Homo sapiens GN=CP PE=1 SV=8	Homo sapiens
E7ETN3	C	canonical	  1.000	  0.000	685017	640.268	836								P04114	702	27069				UPCP tr|E7ETN3|E7ETN3_HUMAN Uncharacterized protein OS=Homo sapiens PE=1 SV=1	Homo sapiens
F6KPG5	C	canonical	  1.000	  0.000	1894921	2919.98	1036								P04114	702	27069				UPTr tr|F6KPG5|F6KPG5_HUMAN Albumin (Fragment) OS=Homo sapiens PE=2 SV=1	Homo sapiens
G3GAU4	C	canonical	  1.000	  0.000	32130	305.316	36								P04114	702	27069				UPTr tr|G3GAU4|G3GAU4_HUMAN Anti-H1N1 influenza HA kappa chain variable region (Fragment) OS=Homo sapiens PE=2 SV=1	Homo sapiens
H0Y300	C	canonical	  1.000	  0.000	427223	974.328	290								P04114	702	27069				UPCP tr|H0Y300|H0Y300_HUMAN Haptoglobin OS=Homo sapiens GN=HP PE=1 SV=4	Homo sapiens
IMGT_AB019440|IGHV3-16*02	C	canonical	  1.000	  0.000	71662	680.970	25								P04114	702	27069				Homo sapiens|ORF|V-REGION|67354..67649|296 nt|1| | | |98 AA|98+0=98| | |	Homo sapiens
IMGT_AC134879|IGKV1/ORY-1*01	C	canonical	  1.000	  0.000	19577	279.046	20								P04114	702	27069				Homo sapiens|P|V-REGION|118855..119141|287 nt|1| | | |95 AA|95+0=95| | |	Homo sapiens
IMGT_M99653|IGHV3-13*02	C	canonical	  1.000	  0.000	11847	135.092	26								P04114	702	27069				Homo sapiens|F|V-REGION|467..759|293 nt|1| | | |97 AA|97+0=97| | |	Homo sapiens
IMGT_X72814|IGKV2-4*01	C	canonical	  0.999	  0.000	162	  1.847	3								P04114	702	27069				Homo sapiens|P|V-REGION|997..1298|302 nt|1| | ||100 AA|100+0=100| | |	Homo sapiens
IMGT_X74288|IGLV3-9*02	C	canonical	  1.000	  0.000	15372	146.073	26								P04114	702	27069				Homo sapiens|F|V-REGION|354..643|290 nt|1| | | |96 AA|96+0=96| | |	Homo sapiens
IMGT_X97473|IGLV3-9*01	C	canonical	  1.000	  0.000	15266	145.066	29								P04114	702	27069				Homo sapiens|F|V-REGION|1..285|285 nt|1| | | |95 AA|95+0=95| | |	Homo sapiens
IPI00921238	C	canonical	  1.000	  0.000	20277	192.683	38								P04114	702	27069				IPI:IPI00921238.1|H-INV:HIT000392895 Tax_Id=9606 Gene_Symbol=- Conserved hypothetical protein	Homo sapiens
NP_001304093.1	C	canonical	  1.000	  0.000	200817	272.610	446								P04114	702	27069				ref|NP_001304093.1| complement C5 isoform 3 precursor [Homo sapiens]	Homo sapiens
O00187	C	canonical	  1.000	  0.000	14719	 24.683	118								P04114	702	27069				nP20K MASP2 NX_O00187-1 Mannan-binding lectin serine protease 2 isoform Iso 1 PE=1 CONCAT=2302	Homo sapiens
O00194	C	canonical	  1.000	  0.000	1363	  5.978	28								P04114	702	27069				nP20K RAB27B NX_O00194-1 Ras-related protein Rab-27B isoform Iso 1 PE=1 CONCAT=307	Homo sapiens
O00391	C	canonical	  1.000	  0.000	45637	 56.565	221								P04114	702	27069				nP20K QSOX1 NX_O00391-1 Sulfhydryl oxidase 1 isoform Iso 1 PE=1 CONCAT=1880	Homo sapiens
O00533	C	canonical	  1.000	  0.000	66056	 69.744	170								P04114	702	27069				nP20K CHL1 NX_O00533-1 Neural cell adhesion molecule L1-like protein isoform Iso 1 PE=1 CONCAT=3799	Homo sapiens
O00585	C	canonical	  0.999	  0.000	59	  0.561	6								P04114	702	27069				nP20K CCL21 NX_O00585-1 C-C motif chemokine 21 isoform Iso 1 PE=1 CONCAT=137	Homo sapiens
O00602	C	canonical	  1.000	  0.000	1957	  6.563	64								P04114	702	27069				nP20K FCN1 NX_O00602-1 Ficolin-1 isoform Iso 1 PE=1 CONCAT=744	Homo sapiens
O14786	C	canonical	  1.000	  0.000	13354	 17.304	90								P04114	702	27069				nP20K NRP1 NX_O14786-1 Neuropilin-1 isoform Iso 1 PE=1 CONCAT=1586	Homo sapiens
O14791	C	canonical	  1.000	  0.000	115030	312.307	141								P04114	702	27069				nP20K APOL1 NX_O14791-1 Apolipoprotein L1 isoform Iso 1 PE=1 CONCAT=813	Homo sapiens
O14917	C	canonical	  0.999	  0.000	13	  0.013	4								P04114	702	27069				nP20K PCDH17 NX_O14917-1 Protocadherin-17 isoform Iso 1 PE=1 CONCAT=2206	Homo sapiens
O14964	C	canonical	  1.000	  0.000	38	  0.075	4								P04114	702	27069				nP20K HGS NX_O14964-1 Hepatocyte growth factor-regulated tyrosine kinase substrate isoform Iso 1 PE=1 CONCAT=2336	Homo sapiens
O14974	C	canonical	  1.000	  0.000	61	  0.070	14								P04114	702	27069				nP20K PPP1R12A NX_O14974-1 Protein phosphatase 1 regulatory subunit 12A isoform Iso 1 PE=1 CONCAT=972	Homo sapiens
O15020	C	canonical	  1.000	  0.000	613	  0.269	11								P04114	702	27069				nP20K SPTBN2 NX_O15020-1 Spectrin beta chain, non-erythrocytic 2 isoform Iso 1 PE=1 CONCAT=4303	Homo sapiens
O15143	C	canonical	  1.000	  0.000	1772	  5.317	43								P04114	702	27069				nP20K ARPC1B NX_O15143-1 Actin-related protein 2/3 complex subunit 1B isoform Iso 1 PE=1 CONCAT=638	Homo sapiens
O15230	C	canonical	  1.000	  0.000	236	  0.074	47								P04114	702	27069				nP20K LAMA5 NX_O15230-1 Laminin subunit alpha-5 isoform Iso 1 PE=1 CONCAT=24842	Homo sapiens
O15354	C	canonical	  1.000	  0.000	14	  0.028	3								P04114	702	27069				nP20K GPR37 NX_O15354-1 Prosaposin receptor GPR37 isoform Iso 1 PE=1 CONCAT=1080	Homo sapiens
O15467	C	canonical	  1.000	  0.000	616	  5.854	12								P04114	702	27069				nP20K CCL16 NX_O15467-1 C-C motif chemokine 16 isoform Iso 1 PE=1 CONCAT=187	Homo sapiens
O43240	C	canonical	  0.999	  0.000	75	  0.305	4								P04114	702	27069				nP20K KLK10 NX_O43240-1 Kallikrein-10 isoform Iso 1 PE=1 CONCAT=1516	Homo sapiens
O43242	C	canonical	  0.999	  0.000	77	  0.129	4								P04114	702	27069				nP20K PSMD3 NX_O43242-1 26S proteasome non-ATPase regulatory subunit 3 isoform Iso 1 PE=1 CONCAT=609	Homo sapiens
O43488	C	canonical	  1.000	  0.000	226	  0.678	13								P04114	702	27069				nP20K AKR7A2 NX_O43488-1 Aflatoxin B1 aldehyde reductase member 2 isoform Iso 1 PE=1 CONCAT=2188	Homo sapiens
O43491	C	canonical	  1.000	  0.000	50	  0.048	10								P04114	702	27069				nP20K EPB41L2 NX_O43491-1 Band 4.1-like protein 2 isoform Iso 1 PE=1 CONCAT=1692	Homo sapiens
O43505	C	canonical	  1.000	  0.000	1450	  4.593	44								P04114	702	27069				nP20K B4GAT1 NX_O43505-1 Beta-1,4-glucuronyltransferase 1 isoform Iso 1 PE=1 CONCAT=436	Homo sapiens
O43707	C	canonical	  1.000	  0.000	7824	  7.826	124								P04114	702	27069				nP20K ACTN4 NX_O43707-1 Alpha-actinin-4 isoform Iso 1 PE=1 CONCAT=870	Homo sapiens
O43790	C	canonical	  1.000	  0.000	7081	 12.616	77								P04114	702	27069				nP20K KRT86 NX_O43790-1 Keratin, type II cuticular Hb6 isoform Iso 1 PE=1 CONCAT=2022	Homo sapiens
O43852	C	canonical	  1.000	  0.000	687	  2.448	27								P04114	702	27069				nP20K CALU NX_O43852-1 Calumenin isoform Iso 1 PE=1 CONCAT=184	Homo sapiens
O43866	C	canonical	  1.000	  0.000	55208	165.668	137								P04114	702	27069				nP20K CD5L NX_O43866-1 CD5 antigen-like isoform Iso 1 PE=1 CONCAT=322	Homo sapiens
O60218	C	canonical	  1.000	  0.000	2470	  7.041	18								P04114	702	27069				nP20K AKR1B10 NX_O60218-1 Aldo-keto reductase family 1 member B10 isoform Iso 1 PE=1 CONCAT=538	Homo sapiens
O60229	C	canonical	  1.000	  0.000	45	  0.016	17								P04114	702	27069				nP20K KALRN NX_O60229-1 Kalirin isoform Iso 1 PE=1 CONCAT=4093	Homo sapiens
O60242	C	canonical	  0.998	  0.000	6	  0.005	3								P04114	702	27069				nP20K ADGRB3 NX_O60242-1 Adhesion G protein-coupled receptor B3 isoform Iso 1 PE=1 CONCAT=1688	Homo sapiens
O60259	C	canonical	  0.999	  0.000	86	  0.409	6								P04114	702	27069				nP20K KLK8 NX_O60259-1 Kallikrein-8 isoform Iso 1 PE=1 CONCAT=327	Homo sapiens
O60437	C	canonical	  1.000	  0.000	98	  0.049	6								P04114	702	27069				nP20K PPL NX_O60437-1 Periplakin isoform Iso 1 PE=1 CONCAT=7871	Homo sapiens
O60462	C	canonical	  1.000	  0.000	1086	  1.168	71								P04114	702	27069				nP20K NRP2 NX_O60462-1 Neuropilin-2 isoform A22 PE=1 CONCAT=1997	Homo sapiens
O60610	C	canonical	  1.000	  0.000	813	  0.713	66								P04114	702	27069				nP20K DIAPH1 NX_O60610-1 Protein diaphanous homolog 1 isoform Iso 1 PE=1 CONCAT=2033	Homo sapiens
O60749	C	canonical	  0.999	  0.000	1609	  3.398	6								P04114	702	27069				nP20K SNX2 NX_O60749-1 Sorting nexin-2 isoform Iso 1 PE=1 CONCAT=1180	Homo sapiens
O75023	C	canonical	  1.000	  0.000	1386	  2.927	29								P04114	702	27069				nP20K LILRB5 NX_O75023-1 Leukocyte immunoglobulin-like receptor subfamily B member 5 isoform Iso 1 PE=1 CONCAT=1	Homo sapiens
O75051	C	canonical	  1.000	  0.000	123	  0.072	27								P04114	702	27069				nP20K PLXNA2 NX_O75051-1 Plexin-A2 isoform Iso 1 PE=1 CONCAT=3813	Homo sapiens
O75083	C	canonical	  1.000	  0.000	6901	 11.923	95								P04114	702	27069				nP20K WDR1 NX_O75083-1 WD repeat-containing protein 1 isoform Iso 1 PE=1 CONCAT=988	Homo sapiens
O75116	C	canonical	  1.000	  0.000	468	  0.325	63								P04114	702	27069				nP20K ROCK2 NX_O75116-1 Rho-associated protein kinase 2 isoform Iso 1 PE=1 CONCAT=617	Homo sapiens
O75367	C	canonical	  1.000	  0.000	307	  0.972	21								P04114	702	27069				nP20K H2AFY NX_O75367-1 Core histone macro-H2A.1 isoform Iso 2 PE=1 CONCAT=158	Homo sapiens
O75369	C	canonical	  1.000	  0.000	2688	  1.057	96								P04114	702	27069				nP20K FLNB NX_O75369-1 Filamin-B isoform Iso 1 PE=1 CONCAT=5454	Homo sapiens
O75581	C	canonical	  1.000	  0.000	69	  0.047	22								P04114	702	27069				nP20K LRP6 NX_O75581-1 Low-density lipoprotein receptor-related protein 6 isoform Iso 1 PE=1 CONCAT=2195	Homo sapiens
O75636	C	canonical	  1.000	  0.000	155336	553.532	218								P04114	702	27069				nP20K FCN3 NX_O75636-1 Ficolin-3 isoform Iso 1 PE=1 CONCAT=838	Homo sapiens
O75636-2	C	canonical	  1.000	  0.000	151272	574.987	210								P04114	702	27069				nPvarsplic FCN3 NX_O75636-2 Ficolin-3 isoform Iso 2 PE=1	Homo sapiens
O75821	C	canonical	  1.000	  0.000	5	  0.017	3								P04114	702	27069				nP20K EIF3G NX_O75821-1 Eukaryotic translation initiation factor 3 subunit G isoform Iso 1 PE=1 CONCAT=259	Homo sapiens
O75874	C	canonical	  1.000	  0.000	973	  2.134	44								P04114	702	27069				nP20K IDH1 NX_O75874-1 Isocitrate dehydrogenase [NADP] cytoplasmic isoform Iso 1 PE=1 CONCAT=491	Homo sapiens
O75882	C	canonical	  1.000	  0.000	259691	208.540	323								P04114	702	27069				nP20K ATRN NX_O75882-1 Attractin isoform Iso 1 PE=1 CONCAT=1632	Homo sapiens
O75891	C	canonical	  1.000	  0.000	122	  0.129	49								P04114	702	27069				nP20K ALDH1L1 NX_O75891-1 Cytosolic 10-formyltetrahydrofolate dehydrogenase isoform Iso 1 PE=1 CONCAT=1662	Homo sapiens
