biosequence_name	is_covering	presence_level	probability	confidence	n_observations	norm_PSMs_per_100K	n_distinct_peptides	chromosome	genetic_locus	start_in_chromosome	end_in_chromosome	strand	relationship_phrase	reference_biosequence	represented_by_biosequence_id	group_number	seq_unique_prots_in_group	protein_group_seq_align_link	is_keratin	is_immunoglobulin	biosequence_description	organism_full_name
P04004	C	canonical	  1.000	  1.000	268	 10.850	39	17	17q11.2	26694297	26697843	-			P04004	1091	6				VTNC_HUMAN Vitronectin OS=Homo sapiens GN=VTN PE=1 SV=1 CONCAT=15	Homo sapiens
Q5BJF2	C	canonical	  1.000	  1.000	32	  3.401	9	17	17q11.2	26646121	26655707	+			Q5BJF2	1092	4				TMM97_HUMAN Transmembrane protein 97 OS=Homo sapiens GN=TMEM97 PE=1 SV=1 CONCAT=1	Homo sapiens
P28907	C	canonical	  1.000	  1.000	3	  0.128	3	4	4p15.32	15779901	15854853	+			P28907	1093	5				CD38_HUMAN ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1 OS=Homo sapiens GN=CD38 PE=1 SV=2 CONCAT=2	Homo sapiens
P28838	C	canonical	  1.000	  1.000	1537	 38.432	88	4	4p15.32	17578815	17609591	+			P28838	1094	6				AMPL_HUMAN Cytosol aminopeptidase OS=Homo sapiens GN=LAP3 PE=1 SV=3 CONCAT=1	Homo sapiens
P49888	C	canonical	  1.000	  1.000	151	  6.757	37	4	4q13.3	70706930	70725870	-			P49888	1095	2				ST1E1_HUMAN Estrogen sulfotransferase OS=Homo sapiens GN=SULT1E1 PE=1 SV=1 CONCAT=3	Homo sapiens
P19838	C	canonical	  1.000	  1.000	28	  0.467	16	4	4q24	103422486	103538459	+			P19838	1096	7				NFKB1_HUMAN Nuclear factor NF-kappa-B p105 subunit OS=Homo sapiens GN=NFKB1 PE=1 SV=2 CONCAT=9	Homo sapiens
O76024	C	canonical	  1.000	  1.000	21	  0.425	11	4	4p16.1	6271577	6304992	+			O76024	1097	3				WFS1_HUMAN Wolframin OS=Homo sapiens GN=WFS1 PE=1 SV=2 CONCAT=62	Homo sapiens
P55809	C	canonical	  1.000	  1.000	24	  0.729	14	5	5p13.1	41730167	41870621	-			Q8N5Z0	1098	48				SCOT1_HUMAN Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial OS=Homo sapiens GN=OXCT1 PE=1 SV=1 CONCAT=15	Homo sapiens
Q8N5Z0	C	canonical	  1.000	  1.000	79	  3.198	28	4	4q33	170981373	171011118	-			Q8N5Z0	1098	48				AADAT_HUMAN Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial OS=Homo sapiens GN=AADAT PE=1 SV=2 CONCAT=5	Homo sapiens
P27701	C	canonical	  1.000	  1.000	14	  0.916	5	11	11p11.2	44587141	44641913	+			P27701	1099	3				CD82_HUMAN CD82 antigen OS=Homo sapiens GN=CD82 PE=1 SV=1 CONCAT=2	Homo sapiens
O75312	C	canonical	  1.000	  1.000	9	  0.306	7	11	11q23.3	116648436	116658766	-			O75312	1100	3				ZPR1_HUMAN Zinc finger protein ZPR1 OS=Homo sapiens GN=ZPR1 PE=1 SV=1 CONCAT=2	Homo sapiens
Q15637	C	canonical	  1.000	  1.000	96	  5.101	28	11	11q13.1	0	0	 			Q15637	1101	16				SF01_HUMAN Splicing factor 1 OS=Homo sapiens GN=SF1 PE=1 SV=4 CONCAT=3	Homo sapiens
Q9H6F5	C	canonical	  1.000	  1.000	5	  0.236	3	11	11q12.2	60609544	60618554	+			Q9H6F5	1102	4				CCD86_HUMAN Coiled-coil domain-containing protein 86 OS=Homo sapiens GN=CCDC86 PE=1 SV=1 CONCAT=2	Homo sapiens
Q9UMS4	C	canonical	  1.000	  1.000	187	  7.226	32	11	11q12.2	60658202	60674060	-			Q9UMS4	1103	6				PRP19_HUMAN Pre-mRNA-processing factor 19 OS=Homo sapiens GN=PRPF19 PE=1 SV=1 CONCAT=2	Homo sapiens
Q9BVC6	C	canonical	  1.000	  1.000	76	  6.461	8	11	11q12.2	60681346	60690915	+			Q9BVC6	1104	3				TM109_HUMAN Transmembrane protein 109 OS=Homo sapiens GN=TMEM109 PE=1 SV=1 CONCAT=6	Homo sapiens
O00330	C	canonical	  1.000	  1.000	20	  0.708	14	11	11p13	34938119	35017518	+			O00330	1105	6				ODPX_HUMAN Pyruvate dehydrogenase protein X component, mitochondrial OS=Homo sapiens GN=PDHX PE=1 SV=3 CONCAT=7	Homo sapiens
P49023	C	canonical	  1.000	  1.000	22	  0.603	8	12	12q24.23	120648250	120703574	-			P49023	1106	13				PAXI_HUMAN Paxillin OS=Homo sapiens GN=PXN PE=1 SV=3 CONCAT=2	Homo sapiens
Q86W92	C	canonical	  1.000	  1.000	11	  0.183	8	12	12p11.22	27677189	27848497	+			Q86W92	1107	12				LIPB1_HUMAN Liprin-beta-1 OS=Homo sapiens GN=PPFIBP1 PE=1 SV=2 CONCAT=2	Homo sapiens
P14920	C	canonical	  1.000	  1.000	49	  2.976	18	12	12q24.11	109273806	109294819	+			P14920	1108	8				OXDA_HUMAN D-amino-acid oxidase OS=Homo sapiens GN=DAO PE=1 SV=3 CONCAT=1	Homo sapiens
Q14165	C	canonical	  1.000	  1.000	265	 12.516	35	12	12q24.31	121124672	121139667	+			Q14165	1109	4				MLEC_HUMAN Malectin OS=Homo sapiens GN=MLEC PE=1 SV=1 CONCAT=6	Homo sapiens
P09960	C	canonical	  1.000	  1.000	495	 11.690	75	12	12q23.1	96394606	96429439	-			P09960	1110	16				LKHA4_HUMAN Leukotriene A-4 hydrolase OS=Homo sapiens GN=LTA4H PE=1 SV=2 CONCAT=3	Homo sapiens
O15145	C	canonical	  1.000	  1.000	146	 12.412	21	12	12q24.11	110872630	110888212	-			O15145	1111	4				ARPC3_HUMAN Actin-related protein 2/3 complex subunit 3 OS=Homo sapiens GN=ARPC3 PE=1 SV=3 CONCAT=2	Homo sapiens
P46527	C	canonical	  1.000	  1.000	18	  1.391	4	12	12p13.1	12870058	12875305	+			P46527	1112	4				CDN1B_HUMAN Cyclin-dependent kinase inhibitor 1B OS=Homo sapiens GN=CDKN1B PE=1 SV=1 CONCAT=5	Homo sapiens
Q6N063	C	canonical	  1.000	  1.000	6	  0.300	6	12	12q24.31	123459767	123464588	+			Q6N063	1113	7				OGFD2_HUMAN 2-oxoglutarate and iron-dependent oxygenase domain-containing protein 2 OS=Homo sapiens GN=OGFOD2 PE=2 SV=2 CONCAT=1	Homo sapiens
P29083	C	canonical	  1.000	  1.000	7	  0.271	3	3	3q13.33	120461579	120501916	+			Q9Y6K5	1114	10				T2EA_HUMAN General transcription factor IIE subunit 1 OS=Homo sapiens GN=GTF2E1 PE=1 SV=2 CONCAT=3	Homo sapiens
Q9Y6K5	C	canonical	  1.000	  1.000	43	  0.677	31	12	12q24.13	113376157	113411054	+			Q9Y6K5	1114	10				OAS3_HUMAN 2'-5'-oligoadenylate synthase 3 OS=Homo sapiens GN=OAS3 PE=1 SV=3 CONCAT=11	Homo sapiens
P52566	C	canonical	  1.000	  1.000	279	 19.766	46	12	12p12.3	15094951	15114603	-			P52566	1115	9				GDIR2_HUMAN Rho GDP-dissociation inhibitor 2 OS=Homo sapiens GN=ARHGDIB PE=1 SV=3 CONCAT=2	Homo sapiens
P57740	C	canonical	  1.000	  1.000	34	  0.556	21	12	12q15	69080514	69136785	+			P57740	1116	6				NU107_HUMAN Nuclear pore complex protein Nup107 OS=Homo sapiens GN=NUP107 PE=1 SV=1 CONCAT=1	Homo sapiens
Q9NZN8	C	canonical	  1.000	  1.000	4	  0.126	4	12	12q15	70636777	70748773	+			Q9NZN8	1117	18				CNOT2_HUMAN CCR4-NOT transcription complex subunit 2 OS=Homo sapiens GN=CNOT2 PE=1 SV=1 CONCAT=2	Homo sapiens
IPI:IPI00981765.1		canonical	  0.002	  1.000	5	  0.607	3								O14556	1118	9				"H-INV:HIT000007629;HIT000278060 Tax_Id=9606 Gene_Symbol=GAPDHP32 Pseudogene candidate"	Homo sapiens
O14556	C	canonical	  1.000	  1.000	107	  4.548	15	19	19q13.12	36024314	36036218	+			O14556	1118	9				G3PT_HUMAN Glyceraldehyde-3-phosphate dehydrogenase, testis-specific OS=Homo sapiens GN=GAPDHS PE=1 SV=2 CONCAT=2	Homo sapiens
Q9UBW8	C	canonical	  1.000	  1.000	31	  1.757	15	12	12p13.31	6833237	6840973	+			Q9UBW8	1119	13				CSN7A_HUMAN COP9 signalosome complex subunit 7a OS=Homo sapiens GN=COPS7A PE=1 SV=1 CONCAT=2	Homo sapiens
Q8WUD6	C	canonical	  1.000	  1.000	4	  0.227	3	12	12q	0	0	 			Q8WUD6	1120	3				CHPT1_HUMAN Cholinephosphotransferase 1 OS=Homo sapiens GN=CHPT1 PE=1 SV=1 CONCAT=4	Homo sapiens
P45974	C	canonical	  1.000	  1.000	344	  7.133	82	12	12p13.31	6961292	6975793	+			P45974	1121	6				UBP5_HUMAN Ubiquitin carboxyl-terminal hydrolase 5 OS=Homo sapiens GN=USP5 PE=1 SV=2 CONCAT=2	Homo sapiens
Q99622	C	canonical	  1.000	  1.000	10	  1.215	5	12	12p13.31	7053186	7055165	+			Q99622	1122	4				C10_HUMAN Protein C10 OS=Homo sapiens GN=C12orf57 PE=1 SV=1 CONCAT=3	Homo sapiens
Q9Y3E0	C	canonical	  1.000	  1.000	52	  6.315	6	12	12p12.1	21654749	21671342	+			Q9Y3E0	1123	3				GOT1B_HUMAN Vesicle transport protein GOT1B OS=Homo sapiens GN=GOLT1B PE=1 SV=1 CONCAT=1	Homo sapiens
Q8NFW8	C	canonical	  1.000	  1.000	96	  3.401	27	12	12p12.1	22199108	22218597	+			Q8NFW8	1124	4				NEUA_HUMAN N-acylneuraminate cytidylyltransferase OS=Homo sapiens GN=CMAS PE=1 SV=2 CONCAT=1	Homo sapiens
H0YIV9		canonical	  1.000	  1.000	66	  5.611	10			0	0	 			P12074	1125	8				H0YIV9_HUMAN Uncharacterized protein (Fragment) OS=Homo sapiens PE=3 SV=1	Homo sapiens
P12074	C	canonical	  0.032	  1.000	88	 14.963	10	12	12q24.31	120875893	120878545	+			P12074	1125	8				CX6A1_HUMAN Cytochrome c oxidase subunit 6A1, mitochondrial OS=Homo sapiens GN=COX6A1 PE=1 SV=4 CONCAT=4	Homo sapiens
Q13242	C	canonical	  1.000	  1.000	52	  2.947	20	12	12q24.31	120899471	120907596	-			Q13242	1126	5				SRSF9_HUMAN Serine/arginine-rich splicing factor 9 OS=Homo sapiens GN=SRSF9 PE=1 SV=1 CONCAT=1	Homo sapiens
Q99519	C	canonical	  1.000	  1.000	11	  0.407	5	HSCHR6_MHC_QBL	HSCHR6_MHC_QBLp21.33	31817223	31821077	-			Q99519	1127	2				NEUR1_HUMAN Sialidase-1 OS=Homo sapiens GN=NEU1 PE=1 SV=1 CONCAT=30	Homo sapiens
P40123	C	canonical	  1.000	  1.000	21	  0.638	9	6	6p22.3	17393447	17558023	+			P40123	1128	8				CAP2_HUMAN Adenylyl cyclase-associated protein 2 OS=Homo sapiens GN=CAP2 PE=1 SV=1 CONCAT=4	Homo sapiens
P80108	C	canonical	  1.000	  1.000	8	  0.162	8	6	6p22.2-p22.3	0	0	 			P80108	1129	2				PHLD_HUMAN Phosphatidylinositol-glycan-specific phospholipase D OS=Homo sapiens GN=GPLD1 PE=1 SV=3 CONCAT=16	Homo sapiens
Q9NPJ3	C	canonical	  1.000	  1.000	176	 24.938	20	6	6p22.3	24667299	24705274	+			Q9NPJ3	1130	2				ACO13_HUMAN Acyl-coenzyme A thioesterase 13 OS=Homo sapiens GN=ACOT13 PE=1 SV=1 CONCAT=2	Homo sapiens
O60493	C	canonical	  1.000	  1.000	130	 11.052	20	6	6q22.1	0	0	 			O60493	1131	4				SNX3_HUMAN Sorting nexin-3 OS=Homo sapiens GN=SNX3 PE=1 SV=3 CONCAT=2	Homo sapiens
Q92562	C	canonical	  1.000	  1.000	3	  0.049	3	6	6q21	110012515	110146631	+			Q92562	1132	4				FIG4_HUMAN Polyphosphoinositide phosphatase OS=Homo sapiens GN=FIG4 PE=1 SV=1 CONCAT=13	Homo sapiens
Q92506	C	canonical	  1.000	  1.000	262	 15.910	25	HSCHR6_MHC_QBL	HSCHR6_MHC_QBLp21.32	33101245	33103438	+			Q92506	1133	4				DHB8_HUMAN Estradiol 17-beta-dehydrogenase 8 OS=Homo sapiens GN=HSD17B8 PE=1 SV=2 CONCAT=3	Homo sapiens
Q13895	C	canonical	  1.000	  1.000	18	  0.589	7	6	6p21.1	41888926	41900784	+			Q13895	1134	3				BYST_HUMAN Bystin OS=Homo sapiens GN=BYSL PE=1 SV=3 CONCAT=3	Homo sapiens
Q13308	C	canonical	  1.000	  1.000	31	  0.462	18	6	6p12.2-p21.1	0	0	 			Q13308	1135	16				PTK7_HUMAN Inactive tyrosine-protein kinase 7 OS=Homo sapiens GN=PTK7 PE=1 SV=2 CONCAT=15	Homo sapiens
O43598	C	canonical	  1.000	  1.000	128	 10.882	20	6	6p21.1	43193367	43197222	-			O43598	1136	3				DNPH1_HUMAN 2'-deoxynucleoside 5'-phosphate N-hydrolase 1 OS=Homo sapiens GN=DNPH1 PE=1 SV=1 CONCAT=2	Homo sapiens
Q96KP1	C	canonical	  1.000	  1.000	30	  0.500	20	6	6p25.3	485133	693111	-			Q96KP1	1137	3				EXOC2_HUMAN Exocyst complex component 2 OS=Homo sapiens GN=EXOC2 PE=1 SV=1 CONCAT=2	Homo sapiens
P14406	C	canonical	  1.000	  1.000	112	 23.804	8	6	6q14.1	75947393	75953644	-			P14406	1138	5				CX7A2_HUMAN Cytochrome c oxidase subunit 7A2, mitochondrial OS=Homo sapiens GN=COX7A2 PE=1 SV=1 CONCAT=5	Homo sapiens
Q9NV96	C	canonical	  1.000	  1.000	40	  1.889	7	6	6q14.1	75962640	75994684	-			Q9NV96	1139	5				CC50A_HUMAN Cell cycle control protein 50A OS=Homo sapiens GN=TMEM30A PE=1 SV=1 CONCAT=2	Homo sapiens
P42285	C	canonical	  1.000	  1.000	98	  1.412	43	5	5q11.2	54603588	54721409	+			P42285	1140	7				SK2L2_HUMAN Superkiller viralicidic activity 2-like 2 OS=Homo sapiens GN=SKIV2L2 PE=1 SV=3 CONCAT=3	Homo sapiens
P51397	C	canonical	  1.000	  1.000	12	  1.700	7	5	5p15.2	10679342	10761384	-			P51397	1141	2				DAP1_HUMAN Death-associated protein 1 OS=Homo sapiens GN=DAP PE=1 SV=3 CONCAT=2	Homo sapiens
P09486	C	canonical	  1.000	  1.000	9	  0.510	6	5	5q33.1	151040657	151066726	-			P09486	1142	5				SPRC_HUMAN SPARC OS=Homo sapiens GN=SPARC PE=1 SV=1 CONCAT=9	Homo sapiens
Q99614	C	canonical	  1.000	  1.000	34	  1.807	10	5	5q33.3	159436120	159492550	+			Q99614	1143	2				TTC1_HUMAN Tetratricopeptide repeat protein 1 OS=Homo sapiens GN=TTC1 PE=1 SV=1 CONCAT=1	Homo sapiens
E5RI56		canonical	  0.029	  1.000	54	 11.477	8			0	0	 			P63208	1144	12				E5RI56_HUMAN Uncharacterized protein (Fragment) OS=Homo sapiens PE=2 SV=1	Homo sapiens
P63208	C	canonical	  1.000	  1.000	126	 10.712	22	5	5q31.1	133484633	133512729	-			P63208	1144	12				SKP1_HUMAN S-phase kinase-associated protein 1 OS=Homo sapiens GN=SKP1 PE=1 SV=2 CONCAT=4	Homo sapiens
P04150	C	canonical	  1.000	  1.000	5	  0.104	3	5	5q31.3	142660727	142783254	-			P04150	1145	19				GCR_HUMAN Glucocorticoid receptor OS=Homo sapiens GN=NR3C1 PE=1 SV=1 CONCAT=18	Homo sapiens
P54136	C	canonical	  1.000	  1.000	250	  5.450	70	5	5q34	167913450	167946304	+			P54136	1146	6				SYRC_HUMAN Arginine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=RARS PE=1 SV=2 CONCAT=5	Homo sapiens
Q96A26	C	canonical	  1.000	  1.000	97	  9.163	16	3	3q21.1	122103029	122131181	+			Q96A26	1147	5				F162A_HUMAN Protein FAM162A OS=Homo sapiens GN=FAM162A PE=1 SV=2 CONCAT=2	Homo sapiens
Q05086	C	canonical	  1.000	  1.000	29	  0.548	19	15	15q11-q13	0	0	 			Q05086	1148	5				UBE3A_HUMAN Ubiquitin-protein ligase E3A OS=Homo sapiens GN=UBE3A PE=1 SV=4 CONCAT=7	Homo sapiens
P50120	C	canonical	  1.000	  1.000	26	  3.158	9	3	3q23	139171726	139195358	-			P50120	1149	3				RET2_HUMAN Retinol-binding protein 2 OS=Homo sapiens GN=RBP2 PE=1 SV=3 CONCAT=2	Homo sapiens
P09455	C	canonical	  0.099	  1.000	140	 11.902	21	3	3q23	139243249	139258561	-			P09455	1150	5				RET1_HUMAN Retinol-binding protein 1 OS=Homo sapiens GN=RBP1 PE=1 SV=2 CONCAT=2	Homo sapiens
P22760	C	canonical	  0.196	  1.000	360	 14.574	44	3	3q25.1	151531825	151546276	+			P22760	1151	4				AAAD_HUMAN Arylacetamide deacetylase OS=Homo sapiens GN=AADAC PE=1 SV=5 CONCAT=3	Homo sapiens
Q9Y6A9	C	canonical	  0.020	  1.000	21	  5.951	4	3	3p21.1	52740094	52742182	+			Q9Y6A9	1152	3				SPCS1_HUMAN Signal peptidase complex subunit 1 OS=Homo sapiens GN=SPCS1 PE=1 SV=4 CONCAT=1	Homo sapiens
Q8IWB7	C	canonical	  1.000	  1.000	16	  0.544	9	2	2q36.1	224740064	224810104	-			Q8IWB7	1153	3				WDFY1_HUMAN WD repeat and FYVE domain-containing protein 1 OS=Homo sapiens GN=WDFY1 PE=1 SV=1 CONCAT=1	Homo sapiens
P19525	C	canonical	  1.000	  1.000	29	  1.072	14	2	2p22.2	37326353	37384190	-			P19525	1154	5				E2AK2_HUMAN Interferon-induced, double-stranded RNA-activated protein kinase OS=Homo sapiens GN=EIF2AK2 PE=1 SV=2 CONCAT=5	Homo sapiens
Q92499	C	canonical	  1.000	  1.000	266	  5.516	90	2	2p24.3	15731770	15771225	+			Q92499	1155	2				DDX1_HUMAN ATP-dependent RNA helicase DDX1 OS=Homo sapiens GN=DDX1 PE=1 SV=2 CONCAT=1	Homo sapiens
Q9P2D3	C	canonical	  1.000	  1.000	5	  0.038	3	2	2p22.2	37208040	37311485	-			Q9P2D3	1156	3				HTR5B_HUMAN HEAT repeat-containing protein 5B OS=Homo sapiens GN=HEATR5B PE=1 SV=2 CONCAT=2	Homo sapiens
P40925	C	canonical	  1.000	  1.000	1081	 54.060	89	2	2p15	63815743	63834331	+			P40925	1157	16				MDHC_HUMAN Malate dehydrogenase, cytoplasmic OS=Homo sapiens GN=MDH1 PE=1 SV=4 CONCAT=2	Homo sapiens
Q92793	C	canonical	  1.000	  1.000	14	  0.125	5	16	16p13.3	3775055	3930727	-			P40925	1157	16				CBP_HUMAN CREB-binding protein OS=Homo sapiens GN=CREBBP PE=1 SV=3 CONCAT=10	Homo sapiens
P43246	C	canonical	  1.000	  1.000	50	  0.904	34	2	2p21	47630108	47710367	+			P43246	1158	23				MSH2_HUMAN DNA mismatch repair protein Msh2 OS=Homo sapiens GN=MSH2 PE=1 SV=1 CONCAT=138	Homo sapiens
P28331	C	canonical	  1.000	  1.000	587	 12.172	85	2	2q33-q34	0	0	 			P28331	1159	8				NDUS1_HUMAN NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial OS=Homo sapiens GN=NDUFS1 PE=1 SV=3 CONCAT=9	Homo sapiens
Q96GK7	C	canonical	  1.000	  1.000	315	 15.753	37	2	2q11.1	96068474	96082364	+			Q96GK7	1160	6				FAH2A_HUMAN Fumarylacetoacetate hydrolase domain-containing protein 2A OS=Homo sapiens GN=FAHD2A PE=1 SV=1 CONCAT=2	Homo sapiens
Q9UI10	C	canonical	  1.000	  1.000	45	  1.530	17	2	2p23.3	27587219	27593353	-			Q9UI10	1161	9				EI2BD_HUMAN Translation initiation factor eIF-2B subunit delta OS=Homo sapiens GN=EIF2B4 PE=1 SV=2 CONCAT=11	Homo sapiens
Q9UHY1	C	canonical	  1.000	  1.000	17	  0.723	10	2	2p23.3	27650657	27665126	+			Q9UHY1	1162	4				NRBP_HUMAN Nuclear receptor-binding protein OS=Homo sapiens GN=NRBP1 PE=1 SV=1 CONCAT=5	Homo sapiens
Q15036	C	canonical	  1.000	  1.000	18	  0.638	7	2	2p23.3	27593389	27599995	+			Q15036	1163	7				SNX17_HUMAN Sorting nexin-17 OS=Homo sapiens GN=SNX17 PE=1 SV=1 CONCAT=1	Homo sapiens
Q96HR9	C	canonical	  0.142	  1.000	350	 27.050	31	19	19p13.3	1491165	1497926	+			Q96HR9	1164	6				REEP6_HUMAN Receptor expression-enhancing protein 6 OS=Homo sapiens GN=REEP6 PE=1 SV=1 CONCAT=2	Homo sapiens
P28676	C	canonical	  1.000	  1.000	22	  1.700	12	2	2q24.2	163200598	163217930	+			P28676	1165	7				GRAN_HUMAN Grancalcin OS=Homo sapiens GN=GCA PE=1 SV=2 CONCAT=3	Homo sapiens
O75251	C	canonical	  0.061	  1.000	45	  3.478	13	19	19p13.3	1383630	1395583	+			O75251	1166	13				NDUS7_HUMAN NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial OS=Homo sapiens GN=NDUFS7 PE=1 SV=3 CONCAT=7	Homo sapiens
O43813	C	canonical	  1.000	  1.000	47	  2.103	14	2	2q34	211298839	211341429	-			O43813	1167	5				LANC1_HUMAN LanC-like protein 1 OS=Homo sapiens GN=LANCL1 PE=1 SV=1 CONCAT=2	Homo sapiens
P18065	C	canonical	  1.000	  1.000	3	  0.150	3	2	2q35	217498118	217529159	+			P18065	1168	5				IBP2_HUMAN Insulin-like growth factor-binding protein 2 OS=Homo sapiens GN=IGFBP2 PE=1 SV=2 CONCAT=6	Homo sapiens
P61604	C	canonical	  1.000	  1.000	1708	181.508	40	2	2q33.1	198364718	198368181	+			P61604	1169	13				CH10_HUMAN 10 kDa heat shock protein, mitochondrial OS=Homo sapiens GN=HSPE1 PE=1 SV=2 CONCAT=2	Homo sapiens
P20160	C	canonical	  1.000	  1.000	32	  2.267	5	19	19p13.3	827826	832017	+			P20160	1170	2				CAP7_HUMAN Azurocidin OS=Homo sapiens GN=AZU1 PE=1 SV=3 CONCAT=10	Homo sapiens
Q15435	C	canonical	  1.000	  1.000	126	  5.101	35	2	2q37.3	242089437	242123067	+			Q15435	1171	12				PP1R7_HUMAN Protein phosphatase 1 regulatory subunit 7 OS=Homo sapiens GN=PPP1R7 PE=1 SV=1 CONCAT=2	Homo sapiens
Q9H8Y8	C	canonical	  1.000	  1.000	127	  6.748	15	2	2q31.1	171785036	171823639	+			Q9H8Y8	1172	14				GORS2_HUMAN Golgi reassembly-stacking protein 2 OS=Homo sapiens GN=GORASP2 PE=1 SV=3 CONCAT=3	Homo sapiens
P43007	C	canonical	  1.000	  1.000	23	  0.931	7	2	2p14	65216535	65250999	+			P43007	1173	3				SATT_HUMAN Neutral amino acid transporter A OS=Homo sapiens GN=SLC1A4 PE=1 SV=1 CONCAT=3	Homo sapiens
O14548	C	canonical	  1.000	  1.000	26	  3.684	6	2	2p21	42577647	42588356	-			O14548	1174	4				COX7R_HUMAN Cytochrome c oxidase subunit 7A-related protein, mitochondrial OS=Homo sapiens GN=COX7A2L PE=1 SV=2 CONCAT=3	Homo sapiens
P08567	C	canonical	  1.000	  1.000	51	  3.613	16	2	2p13.3	68592305	68624585	+			P08567	1175	2				PLEK_HUMAN Pleckstrin OS=Homo sapiens GN=PLEK PE=1 SV=3 CONCAT=7	Homo sapiens
P24158	C	canonical	  0.067	  1.000	88	  7.481	14	19	19p13.3	0	0	 			P24158	1176	3				PRTN3_HUMAN Myeloblastin OS=Homo sapiens GN=PRTN3 PE=1 SV=3 CONCAT=17	Homo sapiens
P06733	C	canonical	  1.000	  1.000	8706	336.430	178	1	1p36.2-p36.3	0	0	 			P06733	1177	33				ENOA_HUMAN Alpha-enolase OS=Homo sapiens GN=ENO1 PE=1 SV=2 CONCAT=4	Homo sapiens
P09104	C	canonical	  1.000	  1.000	3373	143.379	54	12	12p13.31	7023614	7032859	+			P06733	1177	33				ENOG_HUMAN Gamma-enolase OS=Homo sapiens GN=ENO2 PE=1 SV=3 CONCAT=3	Homo sapiens
P13929	C	canonical	  1.000	  1.000	4573	194.388	109	17	17p13.2	4854390	4860426	+			P06733	1177	33				ENOB_HUMAN Beta-enolase OS=Homo sapiens GN=ENO3 PE=1 SV=5 CONCAT=6	Homo sapiens
Q9BQA1	C	canonical	  1.000	  1.000	10	  0.607	5	1	1p13.2	111982512	111991998	-			Q9BQA1	1178	4				MEP50_HUMAN Methylosome protein 50 OS=Homo sapiens GN=WDR77 PE=1 SV=1 CONCAT=2	Homo sapiens
O95140	C	canonical	  1.000	  1.000	65	  1.348	33	1	1p36.22	12040369	12073565	+			O95140	1179	4				MFN2_HUMAN Mitofusin-2 OS=Homo sapiens GN=MFN2 PE=1 SV=3 CONCAT=15	Homo sapiens
Q9NTN3	C	canonical	  1.000	  1.000	34	  2.223	7	1	1p31.3	67465015	67519782	-			Q9NTN3	1180	2				S35D1_HUMAN UDP-glucuronic acid/UDP-N-acetylgalactosamine transporter OS=Homo sapiens GN=SLC35D1 PE=1 SV=1 CONCAT=2	Homo sapiens
P14060	C	canonical	  1.000	  1.000	8	  0.425	7	1	1p12	120049826	120057677	+			P14060	1181	7				3BHS1_HUMAN 3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1 OS=Homo sapiens GN=HSD3B1 PE=1 SV=2 CONCAT=8	Homo sapiens
O14966	C	canonical	  1.000	  1.000	20	  1.417	8	1	1q32.1	205738565	205744577	-			O14966	1182	4				RAB7L_HUMAN Ras-related protein Rab-7L1 OS=Homo sapiens GN=RAB7L1 PE=1 SV=1 CONCAT=1	Homo sapiens
Q99848	C	canonical	  1.000	  1.000	14	  0.793	9	1	1p34.2	43629855	43637931	-			Q99848	1183	4				EBP2_HUMAN Probable rRNA-processing protein EBP2 OS=Homo sapiens GN=EBNA1BP2 PE=1 SV=2 CONCAT=2	Homo sapiens
P07339	C	canonical	  0.422	  1.000	2126	 86.068	112	11	11p15.5	1773982	1785222	-			P07339	1184	12				CATD_HUMAN Cathepsin D OS=Homo sapiens GN=CTSD PE=1 SV=1 CONCAT=17	Homo sapiens
P22894	C	canonical	  1.000	  1.000	13	  0.502	7	11	11q22.2	102582526	102595685	-			P22894	1185	4				MMP8_HUMAN Neutrophil collagenase OS=Homo sapiens GN=MMP8 PE=1 SV=1 CONCAT=19	Homo sapiens
P12318	C	canonical	  1.000	  1.000	9	  0.638	6	1	1q23.3	161475220	161489358	+			P31994-2	1186	21				FCG2A_HUMAN Low affinity immunoglobulin gamma Fc region receptor II-a OS=Homo sapiens GN=FCGR2A PE=1 SV=4 CONCAT=10	Homo sapiens
P31994-2	C	canonical	  1.000	  1.000	43	  4.062	10	1	1q23.3	161632937	161647812	+			P31994-2	1186	21				FCG2B_HUMAN Isoform IIB2 of Low affinity immunoglobulin gamma Fc region receptor II-b OS=Homo sapiens GN=FCGR2B	Homo sapiens
P24534	C	canonical	  1.000	  1.000	338	 22.104	35	2	2q33.3	207024309	207027652	+			P24534	1187	11				EF1B_HUMAN Elongation factor 1-beta OS=Homo sapiens GN=EEF1B2 PE=1 SV=3 CONCAT=2	Homo sapiens
O14950	C	canonical	  1.000	  1.000	562	 53.088	38	18	18p11.31	3261907	3278282	+			O14950	1188	13				ML12B_HUMAN Myosin regulatory light chain 12B OS=Homo sapiens GN=MYL12B PE=1 SV=2 CONCAT=2	Homo sapiens
