biosequence_name	is_covering	presence_level	probability	confidence	n_observations	norm_PSMs_per_100K	n_distinct_peptides	chromosome	genetic_locus	start_in_chromosome	end_in_chromosome	strand	relationship_phrase	reference_biosequence	represented_by_biosequence_id	group_number	seq_unique_prots_in_group	protein_group_seq_align_link	is_keratin	is_immunoglobulin	biosequence_description	organism_full_name
P62714	C	canonical	  1.000	  1.000	61	  5.636	18	8	8p12	30643126	30670388	-			P62714	870	16				PP2AB_HUMAN Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform OS=Homo sapiens GN=PPP2CB PE=1 SV=1 CONCAT=1	Homo sapiens
O00754-2	C	canonical	  1.000	  1.000	10	  0.291	9	19	19p13.2	12757330	12777548	-			O00754-2	871	6				MA2B1_HUMAN Isoform 2 of Lysosomal alpha-mannosidase OS=Homo sapiens GN=MAN2B1	Homo sapiens
Q9NP81	C	canonical	  1.000	  1.000	32	  1.621	17	19	19q13.2	39405906	39421536	-			Q9NP81	872	12				SYSM_HUMAN Serine--tRNA ligase, mitochondrial OS=Homo sapiens GN=SARS2 PE=1 SV=1 CONCAT=8	Homo sapiens
P55899	C	canonical	  1.000	  1.000	3	  0.314	2	19	19q13.33	50015536	50029590	+			P55899	873	10				FCGRN_HUMAN IgG receptor FcRn large subunit p51 OS=Homo sapiens GN=FCGRT PE=1 SV=1 CONCAT=6	Homo sapiens
Q96HA9	C	canonical	  1.000	  1.000	4	  0.449	3	19	19p13.2	7541761	7553905	-			Q96HA9	874	2				PX11C_HUMAN Peroxisomal membrane protein 11C OS=Homo sapiens GN=PEX11G PE=1 SV=1 CONCAT=2	Homo sapiens
Q15428	C	canonical	  1.000	  1.000	7	  0.733	6	19	19p13.3	2236520	2248678	+			Q15428	875	3				SF3A2_HUMAN Splicing factor 3A subunit 2 OS=Homo sapiens GN=SF3A2 PE=1 SV=2 CONCAT=1	Homo sapiens
Q9HA65	C	canonical	  1.000	  1.000	10	  0.561	8	19	19q13.33	50380682	50392001	+			Q9HA65	876	7				TBC17_HUMAN TBC1 domain family member 17 OS=Homo sapiens GN=TBC1D17 PE=1 SV=2 CONCAT=3	Homo sapiens
P78329	C	canonical	  1.000	  1.000	47	  2.461	14	19	19p13.12	15988833	16008930	-			P78329	877	19				CP4F2_HUMAN Leukotriene-B(4) omega-hydroxylase 1 OS=Homo sapiens GN=CYP4F2 PE=1 SV=1 CONCAT=9	Homo sapiens
Q9HBI6	C	canonical	  0.039	  1.000	31	  1.521	12	19	19p13.12	16023177	16045677	-			P78329	877	19				CP4FB_HUMAN Cytochrome P450 4F11 OS=Homo sapiens GN=CYP4F11 PE=2 SV=3 CONCAT=4	Homo sapiens
P22087	C	canonical	  1.000	  1.000	30	  2.356	15	19	19q13.2	40325098	40337054	-			P22087	878	11				FBRL_HUMAN rRNA 2'-O-methyltransferase fibrillarin OS=Homo sapiens GN=FBL PE=1 SV=2 CONCAT=1	Homo sapiens
Q99426	C	canonical	  1.000	  1.000	26	  2.722	11	19	19q13.12	36605888	36616847	+			Q99426	879	8				TBCB_HUMAN Tubulin-folding cofactor B OS=Homo sapiens GN=TBCB PE=1 SV=2 CONCAT=1	Homo sapiens
O60664	C	canonical	  1.000	  1.000	48	  2.900	15	19	19p13.3	4838353	4867780	-			O60664	880	7				PLIN3_HUMAN Perilipin-3 OS=Homo sapiens GN=PLIN3 PE=1 SV=3 CONCAT=5	Homo sapiens
Q06520	C	canonical	  1.000	  1.000	8	  0.838	6	19	19q13.33	48373723	48389654	-			Q06520	881	4				ST2A1_HUMAN Bile salt sulfotransferase OS=Homo sapiens GN=SULT2A1 PE=1 SV=3 CONCAT=3	Homo sapiens
Q16543	C	canonical	  1.000	  1.000	42	  4.398	20	19	19p13.2	10501810	10514209	-			Q16543	882	6				CDC37_HUMAN Hsp90 co-chaperone Cdc37 OS=Homo sapiens GN=CDC37 PE=1 SV=1 CONCAT=3	Homo sapiens
Q13938	C	canonical	  1.000	  1.000	23	  3.284	10	19	19p13.3	5914247	5915888	+			Q13938	883	4				CAYP1_HUMAN Calcyphosin OS=Homo sapiens GN=CAPS PE=1 SV=1 CONCAT=3	Homo sapiens
Q5U651	C	canonical	  1.000	  1.000	13	  0.475	11	19	19q13.33	49223844	49243978	-			Q5U651	884	2				RAIN_HUMAN Ras-interacting protein 1 OS=Homo sapiens GN=RASIP1 PE=1 SV=1 CONCAT=2	Homo sapiens
Q02543	C	canonical	  1.000	  1.000	33	  5.759	10	19	19p13.11	17970685	17974125	+			Q02543	885	8				RL18A_HUMAN 60S ribosomal protein L18a OS=Homo sapiens GN=RPL18A PE=1 SV=2 CONCAT=1	Homo sapiens
Q14318	C	canonical	  1.000	  1.000	13	  1.021	7	19	19p13.11	18642572	18654334	-			Q14318	886	11				FKBP8_HUMAN Peptidyl-prolyl cis-trans isomerase FKBP8 OS=Homo sapiens GN=FKBP8 PE=1 SV=2 CONCAT=3	Homo sapiens
P49840	C	canonical	  1.000	  1.000	4	  0.286	3	19	19q13.2	42734338	42746745	-			P49840	887	6				GSK3A_HUMAN Glycogen synthase kinase-3 alpha OS=Homo sapiens GN=GSK3A PE=1 SV=2 CONCAT=4	Homo sapiens
P43490	C	canonical	  1.000	  1.000	42	  2.275	22	7	7q22.3	105888731	105925638	-			P43490	888	7				NAMPT_HUMAN Nicotinamide phosphoribosyltransferase OS=Homo sapiens GN=NAMPT PE=1 SV=1 CONCAT=2	Homo sapiens
Q15165	C	canonical	  1.000	  1.000	24	  2.356	6	7	7q21.3	0	0	 			Q15165	889	9				PON2_HUMAN Serum paraoxonase/arylesterase 2 OS=Homo sapiens GN=PON2 PE=1 SV=3 CONCAT=4	Homo sapiens
Q02218	C	canonical	  0.301	  1.000	693	 20.931	82	7	7p13	44646238	44748665	+			Q9ULD0	890	12				ODO1_HUMAN 2-oxoglutarate dehydrogenase, mitochondrial OS=Homo sapiens GN=OGDH PE=1 SV=3 CONCAT=4	Homo sapiens
Q9ULD0	C	canonical	  1.000	  1.000	364	 10.994	62	10	10q11.23	50942689	50970369	-			Q9ULD0	890	12				OGDHL_HUMAN 2-oxoglutarate dehydrogenase-like, mitochondrial OS=Homo sapiens GN=OGDHL PE=1 SV=3 CONCAT=8	Homo sapiens
P51636	C	canonical	  1.000	  1.000	2	  0.349	2	7	7q31.2	116139444	116148595	+			P51636	891	5				CAV2_HUMAN Caveolin-2 OS=Homo sapiens GN=CAV2 PE=1 SV=2 CONCAT=2	Homo sapiens
Q8NFV4	C	canonical	  1.000	  1.000	54	  4.712	15	7	7q11.23	73150424	73153197	-			Q8NFV4	892	10				ABHDB_HUMAN Alpha/beta hydrolase domain-containing protein 11 OS=Homo sapiens GN=ABHD11 PE=2 SV=1 CONCAT=1	Homo sapiens
Q13442	C	canonical	  1.000	  1.000	11	  2.468	5	7	7q22.1	98992586	99006452	-			Q13442	893	2				HAP28_HUMAN 28 kDa heat- and acid-stable phosphoprotein OS=Homo sapiens GN=PDAP1 PE=1 SV=1 CONCAT=1	Homo sapiens
O00401	C	canonical	  1.000	  1.000	13	  0.851	11	7	7q31.32	123321989	123389121	-			O00401	894	3				WASL_HUMAN Neural Wiskott-Aldrich syndrome protein OS=Homo sapiens GN=WASL PE=1 SV=2 CONCAT=2	Homo sapiens
Q13155	C	canonical	  1.000	  1.000	38	  3.316	11	7	7p22.1	6048876	6063465	+			Q13155	895	3				AIMP2_HUMAN Aminoacyl tRNA synthase complex-interacting multifunctional protein 2 OS=Homo sapiens GN=AIMP2 PE=1 SV=2 CONCAT=6	Homo sapiens
O60568	C	canonical	  1.000	  1.000	5	  0.178	4	7	7q22.1	100849258	100860954	-			O60568	896	4				PLOD3_HUMAN Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3 OS=Homo sapiens GN=PLOD3 PE=1 SV=1 CONCAT=9	Homo sapiens
P35244	C	canonical	  1.000	  1.000	12	  2.692	6	7	7p21.3	7676149	7758238	-			P35244	897	2				RFA3_HUMAN Replication protein A 14 kDa subunit OS=Homo sapiens GN=RPA3 PE=1 SV=1 CONCAT=2	Homo sapiens
Q99969	C	canonical	  1.000	  1.000	6	  1.346	4	7	7q36.1	150035408	150038763	-			Q99969	898	2				RARR2_HUMAN Retinoic acid receptor responder protein 2 OS=Homo sapiens GN=RARRES2 PE=1 SV=1 CONCAT=10	Homo sapiens
P25787	C	canonical	  1.000	  1.000	124	 17.705	22	7	7p14.1	42956460	42971822	-			P25787	899	5				PSA2_HUMAN Proteasome subunit alpha type-2 OS=Homo sapiens GN=PSMA2 PE=1 SV=2 CONCAT=3	Homo sapiens
Q8IUX7	C	canonical	  1.000	  1.000	32	  1.005	18	7	7p13	44143960	44154159	+			Q8IUX7	900	9				AEBP1_HUMAN Adipocyte enhancer-binding protein 1 OS=Homo sapiens GN=AEBP1 PE=1 SV=1 CONCAT=11	Homo sapiens
O15498	C	canonical	  1.000	  1.000	18	  2.019	7	7	7p13	44240648	44253893	+			O15498	901	3				YKT6_HUMAN Synaptobrevin homolog YKT6 OS=Homo sapiens GN=YKT6 PE=1 SV=1 CONCAT=4	Homo sapiens
P60468	C	canonical	  1.000	  1.000	20	  5.235	3	9	9q22.33	101984583	101992897	+			P60468	902	2				SC61B_HUMAN Protein transport protein Sec61 subunit beta OS=Homo sapiens GN=SEC61B PE=1 SV=2 CONCAT=2	Homo sapiens
P00568	C	canonical	  1.000	  1.000	118	 16.848	22	9	9q34.11	130630278	130637286	-			P00568	903	13				KAD1_HUMAN Adenylate kinase isoenzyme 1 OS=Homo sapiens GN=AK1 PE=1 SV=3 CONCAT=7	Homo sapiens
P07360	C	canonical	  1.000	  1.000	77	 10.078	12	9	9q34.3	139839713	139841419	+			P07360	904	2				CO8G_HUMAN Complement component C8 gamma chain OS=Homo sapiens GN=C8G PE=1 SV=3 CONCAT=9	Homo sapiens
P30405	C	canonical	  1.000	  1.000	47	  6.711	14	10	10q22.3	81107234	81115093	+			P30405	905	4				PPIF_HUMAN Peptidyl-prolyl cis-trans isomerase F, mitochondrial OS=Homo sapiens GN=PPIF PE=1 SV=1 CONCAT=4	Homo sapiens
P05164	C	canonical	  1.000	  1.000	48	  1.675	17	17	17q22	56347217	56358296	-			P05164	906	4				PERM_HUMAN Myeloperoxidase OS=Homo sapiens GN=MPO PE=1 SV=1 CONCAT=19	Homo sapiens
Q9Y2X7	C	canonical	  1.000	  1.000	9	  0.353	8	17	17q11.2	27900487	27916645	-			Q9Y2X7	907	25				GIT1_HUMAN ARF GTPase-activating protein GIT1 OS=Homo sapiens GN=GIT1 PE=1 SV=2 CONCAT=1	Homo sapiens
P84098	C	canonical	  1.000	  1.000	23	  6.021	11	17	17q12	37356536	37360980	+			P84098	908	7				RL19_HUMAN 60S ribosomal protein L19 OS=Homo sapiens GN=RPL19 PE=1 SV=1 CONCAT=1	Homo sapiens
O14907	C	canonical	  1.000	  1.000	9	  2.827	4	17	17p13.2	3566196	3571976	-			O14907	909	2				TX1B3_HUMAN Tax1-binding protein 3 OS=Homo sapiens GN=TAX1BP3 PE=1 SV=2 CONCAT=2	Homo sapiens
P83916	C	canonical	  1.000	  1.000	82	 12.879	8	17	17q21.32	46147414	46178883	-			P83916	910	7				CBX1_HUMAN Chromobox protein homolog 1 OS=Homo sapiens GN=CBX1 PE=1 SV=1 CONCAT=1	Homo sapiens
P51570	C	canonical	  1.000	  1.000	98	  7.696	32	17	17q25.1	73747675	73761317	-			P51570	911	6				GALK1_HUMAN Galactokinase OS=Homo sapiens GN=GALK1 PE=1 SV=1 CONCAT=17	Homo sapiens
Q02978	C	canonical	  1.000	  1.000	316	 26.121	22	17	17p13.2	4840425	4843546	-			Q02978	912	4				M2OM_HUMAN Mitochondrial 2-oxoglutarate/malate carrier protein OS=Homo sapiens GN=SLC25A11 PE=1 SV=3 CONCAT=2	Homo sapiens
Q07021	C	canonical	  0.067	  1.000	218	 24.456	14	17	17p13.2	5336097	5342475	-			Q07021	913	4				C1QBP_HUMAN Complement component 1 Q subcomponent-binding protein, mitochondrial OS=Homo sapiens GN=C1QBP PE=1 SV=1 CONCAT=3	Homo sapiens
O75976	C	canonical	  1.000	  1.000	9	  0.184	9	17	17q11.2	28705923	28797007	+			O75976	914	5				CBPD_HUMAN Carboxypeptidase D OS=Homo sapiens GN=CPD PE=1 SV=2 CONCAT=10	Homo sapiens
Q96A33	C	canonical	  1.000	  1.000	16	  1.093	11	17	17q23.3	61822610	61851135	-			Q96A33	915	3				CCD47_HUMAN Coiled-coil domain-containing protein 47 OS=Homo sapiens GN=CCDC47 PE=1 SV=1 CONCAT=6	Homo sapiens
P55039	C	canonical	  1.000	  1.000	12	  0.819	9	17	17p11.2	17991200	18011285	+			P55039	916	12				DRG2_HUMAN Developmentally-regulated GTP-binding protein 2 OS=Homo sapiens GN=DRG2 PE=1 SV=1 CONCAT=3	Homo sapiens
O43760	C	canonical	  1.000	  1.000	15	  2.356	5	17	17q25.3	76164639	76169608	+			O43760	917	7				SNG2_HUMAN Synaptogyrin-2 OS=Homo sapiens GN=SYNGR2 PE=1 SV=1 CONCAT=1	Homo sapiens
P54802	C	canonical	  1.000	  1.000	46	  2.007	23	17	17q21.2	40688190	40696467	+			P54802	918	11				ANAG_HUMAN Alpha-N-acetylglucosaminidase OS=Homo sapiens GN=NAGLU PE=1 SV=2 CONCAT=81	Homo sapiens
Q96AG4	C	canonical	  1.000	  1.000	28	  3.141	13	17	17q21.33	48458599	48474914	-			Q96AG4	919	2				LRC59_HUMAN Leucine-rich repeat-containing protein 59 OS=Homo sapiens GN=LRRC59 PE=1 SV=1 CONCAT=1	Homo sapiens
P04004	C	canonical	  1.000	  1.000	1253	 93.711	31	17	17q11.2	26694297	26697843	-			P04004	920	6				VTNC_HUMAN Vitronectin OS=Homo sapiens GN=VTN PE=1 SV=1 CONCAT=15	Homo sapiens
P28838	C	canonical	  1.000	  1.000	422	 19.494	44	4	4p15.32	17578815	17609591	+			P28838	921	6				AMPL_HUMAN Cytosol aminopeptidase OS=Homo sapiens GN=LAP3 PE=1 SV=3 CONCAT=1	Homo sapiens
O76024	C	canonical	  1.000	  1.000	6	  0.224	5	4	4p16.1	6271577	6304992	+			O76024	922	2				WFS1_HUMAN Wolframin OS=Homo sapiens GN=WFS1 PE=1 SV=2 CONCAT=62	Homo sapiens
Q9NY12	C	canonical	  1.000	  1.000	4	  0.524	3	4	4q25	110736709	110745893	+			Q9NY12	923	2				GAR1_HUMAN H/ACA ribonucleoprotein complex subunit 1 OS=Homo sapiens GN=GAR1 PE=1 SV=1 CONCAT=1	Homo sapiens
B5ME19	C	canonical	  1.000	  1.000	42	  1.466	24	16	16p11.2	28390902	28415200	-			P11142	924	93				EIFCL_HUMAN Eukaryotic translation initiation factor 3 subunit C-like protein OS=Homo sapiens GN=EIF3CL PE=3 SV=1 CONCAT=1	Homo sapiens
IPI:IPI00911039.1	C	canonical	  1.000	  1.000	1442	 68.629	70								P11142	924	93				"TREMBL:B4DFN9;B4E3B6 Tax_Id=9606 Gene_Symbol=HSPA1B;HSPA1A cDNA FLJ54408, highly similar to Heat shock 70 kDa protein 1"	Homo sapiens
IPI:IPI00922694.2	C	canonical	  1.000	  1.000	993	 47.260	65								P11142	924	93				"TREMBL:A1XP52;B7Z4T3;F5H3L8|ENSEMBL:ENSP00000421892;ENSP00000438817|VEGA:OTTHUMP00000224071 Tax_Id=9606 Gene_Symbol=HSPA9 Uncharacterized protein"	Homo sapiens
P11142	C	canonical	  1.000	  1.000	2157	 96.792	87	11	11q24.1	122928205	122932040	-			P11142	924	93				HSP7C_HUMAN Heat shock cognate 71 kDa protein OS=Homo sapiens GN=HSPA8 PE=1 SV=1 CONCAT=5	Homo sapiens
P17066		canonical	  0.042	  1.000	773	 32.812	25	1	1q23.3	161494036	161496681	+			P11142	924	93				HSP76_HUMAN Heat shock 70 kDa protein 6 OS=Homo sapiens GN=HSPA6 PE=1 SV=2 CONCAT=23	Homo sapiens
P34931	C	canonical	  1.000	  1.000	1175	 54.277	45	6	6p21.33	31777396	31782842	-			P11142	924	93				HS71L_HUMAN Heat shock 70 kDa protein 1-like OS=Homo sapiens GN=HSPA1L PE=1 SV=2 CONCAT=9	Homo sapiens
P54652	C	canonical	  1.000	  1.000	1067	 46.550	57	14	14q23.3	65007186	65009952	+			P11142	924	93				HSP72_HUMAN Heat shock-related 70 kDa protein 2 OS=Homo sapiens GN=HSPA2 PE=1 SV=1 CONCAT=3	Homo sapiens
Q15637	C	canonical	  1.000	  1.000	8	  0.785	5	11	11q13.1	0	0	 			Q15637	925	14				SF01_HUMAN Splicing factor 1 OS=Homo sapiens GN=SF1 PE=1 SV=4 CONCAT=3	Homo sapiens
Q9UMS4	C	canonical	  1.000	  1.000	117	  8.353	22	11	11q12.2	60658202	60674060	-			Q9UMS4	926	6				PRP19_HUMAN Pre-mRNA-processing factor 19 OS=Homo sapiens GN=PRPF19 PE=1 SV=1 CONCAT=2	Homo sapiens
Q9BVC6	C	canonical	  1.000	  1.000	45	  7.068	6	11	11q12.2	60681346	60690915	+			Q9BVC6	927	3				TM109_HUMAN Transmembrane protein 109 OS=Homo sapiens GN=TMEM109 PE=1 SV=1 CONCAT=6	Homo sapiens
O00330	C	canonical	  1.000	  1.000	29	  1.898	14	11	11p13	34938119	35017518	+			O00330	928	6				ODPX_HUMAN Pyruvate dehydrogenase protein X component, mitochondrial OS=Homo sapiens GN=PDHX PE=1 SV=3 CONCAT=7	Homo sapiens
O00193	C	canonical	  1.000	  1.000	3	  0.785	3	11	11p15.1	16759948	16777770	+			O00193	929	5				SMAP_HUMAN Small acidic protein OS=Homo sapiens GN=SMAP PE=1 SV=1 CONCAT=1	Homo sapiens
P49023	C	canonical	  1.000	  1.000	17	  0.861	9	12	12q24.23	120648250	120703574	-			P49023	930	13				PAXI_HUMAN Paxillin OS=Homo sapiens GN=PXN PE=1 SV=3 CONCAT=2	Homo sapiens
Q86W92	C	canonical	  1.000	  1.000	8	  0.246	5	12	12p11.22	27677189	27848497	+			Q86W92	931	19				LIPB1_HUMAN Liprin-beta-1 OS=Homo sapiens GN=PPFIBP1 PE=1 SV=2 CONCAT=2	Homo sapiens
P14920	C	canonical	  1.000	  1.000	35	  3.926	11	12	12q24.11	109273806	109294819	+			P14920	932	8				OXDA_HUMAN D-amino-acid oxidase OS=Homo sapiens GN=DAO PE=1 SV=3 CONCAT=1	Homo sapiens
Q14165	C	canonical	  1.000	  1.000	78	  6.806	16	12	12q24.31	121124672	121139667	+			Q14165	933	4				MLEC_HUMAN Malectin OS=Homo sapiens GN=MLEC PE=1 SV=1 CONCAT=6	Homo sapiens
P09960	C	canonical	  1.000	  1.000	200	  8.725	41	12	12q23.1	96394606	96429439	-			P09960	934	10				LKHA4_HUMAN Leukotriene A-4 hydrolase OS=Homo sapiens GN=LTA4H PE=1 SV=2 CONCAT=3	Homo sapiens
O15145	C	canonical	  1.000	  1.000	99	 15.549	12	12	12q24.11	110872630	110888212	-			O15145	935	4				ARPC3_HUMAN Actin-related protein 2/3 complex subunit 3 OS=Homo sapiens GN=ARPC3 PE=1 SV=3 CONCAT=2	Homo sapiens
P52566	C	canonical	  1.000	  1.000	119	 15.575	20	12	12p12.3	15094951	15114603	-			P52566	936	9				GDIR2_HUMAN Rho GDP-dissociation inhibitor 2 OS=Homo sapiens GN=ARHGDIB PE=1 SV=3 CONCAT=2	Homo sapiens
ENSP00000459812		canonical	  1.000	  1.000	79	  4.963	24	HSCHR17_1_CTG4	HSCHR17_1_CTG4q21.2	39541224	39545959	-			P13645	937	118		ker		pep:novel chromosome:GRCh37:HSCHR17_1_CTG4:39541224:39545959:-1 gene:ENSG00000262748 transcript:ENST00000576522 gene_biotype:protein_coding transcript_biotype:protein_coding	Homo sapiens
F5GWP8		canonical	  0.099	  1.000	879	 35.398	35			0	0	 			P13645	937	118		ker		F5GWP8_HUMAN Junction plakoglobin OS=Homo sapiens GN=JUP PE=1 SV=1	Homo sapiens
O76009	C	canonical	  1.000	  1.000	148	  8.015	23	17	17q21.2	39502344	39507064	-			P13645	937	118		ker		KT33A_HUMAN Keratin, type I cuticular Ha3-I OS=Homo sapiens GN=KRT33A PE=2 SV=2 CONCAT=2	Homo sapiens
O76013	C	canonical	  1.000	  1.000	155	  8.115	6	17	17q21.2	39642388	39646116	-			P13645	937	118		ker		KRT36_HUMAN Keratin, type I cuticular Ha6 OS=Homo sapiens GN=KRT36 PE=1 SV=1 CONCAT=7	Homo sapiens
O76015	C	canonical	  0.996	  1.000	145	  9.109	4	17	17q21.2	39592698	39597173	-			P13645	937	118		ker		KRT38_HUMAN Keratin, type I cuticular Ha8 OS=Homo sapiens GN=KRT38 PE=2 SV=3 CONCAT=2	Homo sapiens
P02533	C	canonical	  1.000	  1.000	2957	149.812	46	17	17q21.2	39738531	39743173	-			P13645	937	118		ker		K1C14_HUMAN Keratin, type I cytoskeletal 14 OS=Homo sapiens GN=KRT14 PE=1 SV=4 CONCAT=46	Homo sapiens
P04406	C	canonical	  1.000	  1.000	5848	510.262	123	12	12p13.31	6643093	6647537	+			P13645	937	118		ker		G3P_HUMAN Glyceraldehyde-3-phosphate dehydrogenase OS=Homo sapiens GN=GAPDH PE=1 SV=3 CONCAT=5	Homo sapiens
P08727	C	canonical	  1.000	  1.000	1010	 51.170	55	17	17q21	0	0	 			P13645	937	118		ker		K1C19_HUMAN Keratin, type I cytoskeletal 19 OS=Homo sapiens GN=KRT19 PE=1 SV=4 CONCAT=2	Homo sapiens
P08779	C	canonical	  1.000	  1.000	2473	121.376	47	17	17q21.2	39766030	39769005	-			P13645	937	118		ker		K1C16_HUMAN Keratin, type I cytoskeletal 16 OS=Homo sapiens GN=KRT16 PE=1 SV=4 CONCAT=12	Homo sapiens
P13645	C	canonical	  1.000	  1.000	16884	947.056	100	17	17q21.2	38974369	38978847	-			P13645	937	118		ker		K1C10_HUMAN Keratin, type I cytoskeletal 10 OS=Homo sapiens GN=KRT10 PE=1 SV=6 CONCAT=19	Homo sapiens
P13646	C	canonical	  1.000	  1.000	953	 51.612	35	17	17q21.2	39657233	39661849	-			P13645	937	118		ker		K1C13_HUMAN Keratin, type I cytoskeletal 13 OS=Homo sapiens GN=KRT13 PE=1 SV=4 CONCAT=10	Homo sapiens
P14923	C	canonical	  1.000	  1.000	126	  4.498	32	17	17q21.2	39910856	39942950	-			P13645	937	118		ker		PLAK_HUMAN Junction plakoglobin OS=Homo sapiens GN=JUP PE=1 SV=3 CONCAT=8	Homo sapiens
P19012	C	canonical	  1.000	  1.000	868	 43.976	20	17	17q21.2	39669995	39678665	-			P13645	937	118		ker		K1C15_HUMAN Keratin, type I cytoskeletal 15 OS=Homo sapiens GN=KRT15 PE=1 SV=3 CONCAT=4	Homo sapiens
P35222	C	canonical	  1.000	  1.000	166	  5.794	39	3	3p22.1	41240930	41281936	+			P13645	937	118		ker		CTNB1_HUMAN Catenin beta-1 OS=Homo sapiens GN=CTNNB1 PE=1 SV=1 CONCAT=47	Homo sapiens
P35900		canonical	  0.004	  1.000	166	  9.311	4	17	17q21.2	39032193	39041479	-			P13645	937	118		ker		K1C20_HUMAN Keratin, type I cytoskeletal 20 OS=Homo sapiens GN=KRT20 PE=1 SV=1 CONCAT=5	Homo sapiens
Q04695	C	canonical	  1.000	  1.000	880	 46.070	35	17	17q12-q21	0	0	 			P13645	937	118		ker		K1C17_HUMAN Keratin, type I cytoskeletal 17 OS=Homo sapiens GN=KRT17 PE=1 SV=2 CONCAT=16	Homo sapiens
Q14525	C	canonical	  1.000	  1.000	285	 16.578	25	17	17q21.2	39519746	39526052	-			P13645	937	118		ker		KT33B_HUMAN Keratin, type I cuticular Ha3-II OS=Homo sapiens GN=KRT33B PE=2 SV=3 CONCAT=1	Homo sapiens
Q14532	C	canonical	  0.998	  1.000	169	  9.831	7	17	17q21.2	39616063	39623681	-			P13645	937	118		ker		K1H2_HUMAN Keratin, type I cuticular Ha2 OS=Homo sapiens GN=KRT32 PE=1 SV=3 CONCAT=12	Homo sapiens
Q15323	C	canonical	  1.000	  1.000	343	 20.719	29	17	17q21.2	39549976	39553844	-			P13645	937	118		ker		K1H1_HUMAN Keratin, type I cuticular Ha1 OS=Homo sapiens GN=KRT31 PE=2 SV=3 CONCAT=5	Homo sapiens
Q2M2I5	C	canonical	  1.000	  1.000	408	 20.025	6	17	17q21.2	38854243	38860002	-			P13645	937	118		ker		K1C24_HUMAN Keratin, type I cytoskeletal 24 OS=Homo sapiens GN=KRT24 PE=1 SV=1 CONCAT=8	Homo sapiens
Q6A162		canonical	  0.004	  1.000	5	  0.357	3	17	17q21.2	39133968	39140560	-			P13645	937	118		ker		K1C40_HUMAN Keratin, type I cytoskeletal 40 OS=Homo sapiens GN=KRT40 PE=1 SV=2 CONCAT=11	Homo sapiens
Q7Z3Y7	C	canonical	  1.000	  1.000	1060	 59.457	9	17	17q21.2	38948455	38956211	-			P13645	937	118		ker		K1C28_HUMAN Keratin, type I cytoskeletal 28 OS=Homo sapiens GN=KRT28 PE=1 SV=2 CONCAT=4	Homo sapiens
Q7Z3Y8	C	canonical	  1.000	  1.000	1270	 73.875	11	17	17q21.2	38933060	38938786	-			P13645	937	118		ker		K1C27_HUMAN Keratin, type I cytoskeletal 27 OS=Homo sapiens GN=KRT27 PE=1 SV=2 CONCAT=6	Homo sapiens
Q92764	C	canonical	  1.000	  1.000	196	  9.930	14	17	17q21.2	39632942	39637392	-			P13645	937	118		ker		KRT35_HUMAN Keratin, type I cuticular Ha5 OS=Homo sapiens GN=KRT35 PE=2 SV=5 CONCAT=4	Homo sapiens
Q99456		canonical	  0.030	  1.000	42	  2.356	10	17	17q21.2	39017555	39023462	-			P13645	937	118		ker		K1C12_HUMAN Keratin, type I cytoskeletal 12 OS=Homo sapiens GN=KRT12 PE=1 SV=1 CONCAT=18	Homo sapiens
sp|K1C15_SHEEP|	C	canonical	  1.000	  1.000	1056	 57.191	18								P13645	937	118		ker		sp|K1C15_SHEEP|	Homo sapiens
sp|K1M1_SHEEP|	C	canonical	  1.000	  1.000	305	 16.518	25								P13645	937	118		ker		sp|K1M1_SHEEP|	Homo sapiens
sp|K1M2_SHEEP|	C	canonical	  1.000	  1.000	117	  6.806	20								P13645	937	118		ker		sp|K1M2_SHEEP|	Homo sapiens
Q9UBW8	C	canonical	  1.000	  1.000	33	  3.455	12	12	12p13.31	6833237	6840973	+			Q9UBW8	938	13				CSN7A_HUMAN COP9 signalosome complex subunit 7a OS=Homo sapiens GN=COPS7A PE=1 SV=1 CONCAT=2	Homo sapiens
P45974	C	canonical	  1.000	  1.000	96	  3.677	41	12	12p13.31	6961292	6975793	+			P45974	939	6				UBP5_HUMAN Ubiquitin carboxyl-terminal hydrolase 5 OS=Homo sapiens GN=USP5 PE=1 SV=2 CONCAT=2	Homo sapiens
P60174	C	canonical	  1.000	  1.000	1788	147.799	55	12	12p13.31	6976283	6980112	+			P60174	940	8				TPIS_HUMAN Triosephosphate isomerase OS=Homo sapiens GN=TPI1 PE=1 SV=3 CONCAT=9	Homo sapiens
P00338	C	canonical	  1.000	  1.000	870	 71.916	44	11	11p15.4	0	0	 			P07195	941	33				LDHA_HUMAN L-lactate dehydrogenase A chain OS=Homo sapiens GN=LDHA PE=1 SV=2 CONCAT=5	Homo sapiens
P07195	C	canonical	  1.000	  1.000	2577	224.854	61	12	12p12.1	21788276	21810776	-			P07195	941	33				LDHB_HUMAN L-lactate dehydrogenase B chain OS=Homo sapiens GN=LDHB PE=1 SV=2 CONCAT=17	Homo sapiens
P07864	C	canonical	  0.998	  1.000	192	 15.078	4	11	11p15.1	18433878	18472790	+			P07195	941	33				LDHC_HUMAN L-lactate dehydrogenase C chain OS=Homo sapiens GN=LDHC PE=1 SV=4 CONCAT=3	Homo sapiens
