biosequence_name	is_covering	presence_level	probability	confidence	n_observations	norm_PSMs_per_100K	n_distinct_peptides	chromosome	genetic_locus	start_in_chromosome	end_in_chromosome	strand	relationship_phrase	reference_biosequence	represented_by_biosequence_id	group_number	seq_unique_prots_in_group	protein_group_seq_align_link	is_keratin	is_immunoglobulin	biosequence_description	organism_full_name
P21741	C	canonical	  1.000	  1.000	37	  7.166	13	11	11p11.2	46402618	46405375	+			P21741	880	4				MK_HUMAN Midkine OS=Homo sapiens GN=MDK PE=1 SV=1 CONCAT=8	Homo sapiens
Q96K76	C	canonical	  0.000	  1.000	35	  0.704	26	11	11p15.3	11862970	11980870	+			Q96K76	881	6				UBP47_HUMAN Ubiquitin carboxyl-terminal hydrolase 47 OS=Homo sapiens GN=USP47 PE=1 SV=3 CONCAT=2	Homo sapiens
O00193	C	canonical	  1.000	  1.000	16	  4.132	4	11	11p15.1	16759948	16777770	+			O00193	882	5				SMAP_HUMAN Small acidic protein OS=Homo sapiens GN=SMAP PE=1 SV=1 CONCAT=1	Homo sapiens
Q96D71	C	canonical	  1.000	  1.000	3	  0.126	3	6	6q23.1-q24.1	0	0	 			Q96D71	883	8				REPS1_HUMAN RalBP1-associated Eps domain-containing protein 1 OS=Homo sapiens GN=REPS1 PE=1 SV=3 CONCAT=1	Homo sapiens
P48509	C	canonical	  1.000	  1.000	19	  2.265	6	11	11p15.5	832952	838834	+			P48509	884	14				CD151_HUMAN CD151 antigen OS=Homo sapiens GN=CD151 PE=1 SV=3 CONCAT=5	Homo sapiens
Q8WWI1	C	canonical	  1.000	  1.000	158	  2.473	68	13	13q22.2	76194570	76434002	+			Q8WWI1	885	37				LMO7_HUMAN LIM domain only protein 7 OS=Homo sapiens GN=LMO7 PE=1 SV=3 CONCAT=4	Homo sapiens
Q8TDP1	C	canonical	  1.000	  1.000	5	  0.775	5	11	11q13.1	65485144	65488418	-			Q8TDP1	886	8				RNH2C_HUMAN Ribonuclease H2 subunit C OS=Homo sapiens GN=RNASEH2C PE=1 SV=1 CONCAT=10	Homo sapiens
P13987	C	canonical	  0.048	  1.000	95	 21.029	10	11	11p13	33730411	33757991	-			P13987	887	7				CD59_HUMAN CD59 glycoprotein OS=Homo sapiens GN=CD59 PE=1 SV=1 CONCAT=11	Homo sapiens
Q8WW01	C	canonical	  1.000	  1.000	3	  0.775	3	1	1q25.3	184020811	184043346	+			Q8WW01	888	6				SEN15_HUMAN tRNA-splicing endonuclease subunit Sen15 OS=Homo sapiens GN=TSEN15 PE=1 SV=1 CONCAT=4	Homo sapiens
O75152	C	canonical	  1.000	  1.000	9	  0.332	7	1	1q32.1	203764834	203823252	+			O75152	889	5				ZC11A_HUMAN Zinc finger CCCH domain-containing protein 11A OS=Homo sapiens GN=ZC3H11A PE=1 SV=3 CONCAT=2	Homo sapiens
Q96EY5	C	canonical	  1.000	  1.000	3	  0.387	3	19	19p13.11	17529890	17536141	+			Q96EY5	890	11				MB12A_HUMAN Multivesicular body subunit 12A OS=Homo sapiens GN=MVB12A PE=1 SV=1 CONCAT=2	Homo sapiens
O95967	C	canonical	  1.000	  1.000	34	  2.291	14	11	11q13.1	65633918	65640377	-			O95967	891	11				FBLN4_HUMAN EGF-containing fibulin-like extracellular matrix protein 2 OS=Homo sapiens GN=EFEMP2 PE=1 SV=3 CONCAT=11	Homo sapiens
P20645	C	canonical	  1.000	  1.000	7	  0.678	2	12	12p13.31	9092961	9102551	-			P20645	892	6				MPRD_HUMAN Cation-dependent mannose-6-phosphate receptor OS=Homo sapiens GN=M6PR PE=1 SV=1 CONCAT=6	Homo sapiens
Q02790	C	canonical	  1.000	  1.000	83	  4.435	31	12	12p13.33	2904119	2913124	+			Q02790	893	5				FKBP4_HUMAN Peptidyl-prolyl cis-trans isomerase FKBP4 OS=Homo sapiens GN=FKBP4 PE=1 SV=3 CONCAT=3	Homo sapiens
Q16850	C	canonical	  1.000	  1.000	11	  0.631	7	7	7q21.2-q21.3	0	0	 			Q16850	894	6				CP51A_HUMAN Lanosterol 14-alpha demethylase OS=Homo sapiens GN=CYP51A1 PE=1 SV=3 CONCAT=3	Homo sapiens
Q96RU2	C	canonical	  1.000	  1.000	59	  1.549	32	11	11q23.2	113668596	113746292	-			Q96RU2	895	16				UBP28_HUMAN Ubiquitin carboxyl-terminal hydrolase 28 OS=Homo sapiens GN=USP28 PE=1 SV=1 CONCAT=1	Homo sapiens
O14558	C	canonical	  1.000	  1.000	320	 61.979	23	19	19q13.12	36245470	36247930	-			O14558	896	5				HSPB6_HUMAN Heat shock protein beta-6 OS=Homo sapiens GN=HSPB6 PE=1 SV=2 CONCAT=1	Homo sapiens
Q16654	C	canonical	  1.000	  1.000	58	  4.280	18	7	7q21.3	95212811	95225803	-			Q16654	897	2				PDK4_HUMAN [Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 4, mitochondrial OS=Homo sapiens GN=PDK4 PE=1 SV=1 CONCAT=6	Homo sapiens
Q9UHQ4	C	canonical	  1.000	  1.000	19	  1.840	10	7	7q22.3	107220422	107262315	+			Q9UHQ4	898	12				BAP29_HUMAN B-cell receptor-associated protein 29 OS=Homo sapiens GN=BCAP29 PE=1 SV=2 CONCAT=1	Homo sapiens
O14641	C	canonical	  1.000	  1.000	8	  0.354	7	17	17p13.1	7128660	7137864	-			O14641	899	17				DVL2_HUMAN Segment polarity protein dishevelled homolog DVL-2 OS=Homo sapiens GN=DVL2 PE=1 SV=1 CONCAT=2	Homo sapiens
Q92997	C	canonical	  1.000	  1.000	7	  0.339	5	3	3q27.1	183873176	183891398	+			O14641	899	17				DVL3_HUMAN Segment polarity protein dishevelled homolog DVL-3 OS=Homo sapiens GN=DVL3 PE=1 SV=2 CONCAT=3	Homo sapiens
Q8TB22	C	canonical	  1.000	  1.000	34	  1.121	16	17	17q21.33	48624450	48633213	+			Q8TB22	900	8				SPT20_HUMAN Spermatogenesis-associated protein 20 OS=Homo sapiens GN=SPATA20 PE=2 SV=3 CONCAT=9	Homo sapiens
O14561	C	canonical	  0.085	  1.000	124	 24.017	18	16	16p12.2	23592323	23607677	-			O14561	901	4				ACPM_HUMAN Acyl carrier protein, mitochondrial OS=Homo sapiens GN=NDUFAB1 PE=1 SV=3 CONCAT=3	Homo sapiens
P04233	C	canonical	  1.000	  1.000	11	  1.065	3	5	5q32	0	0	 			P04233	902	8				HG2A_HUMAN HLA class II histocompatibility antigen gamma chain OS=Homo sapiens GN=CD74 PE=1 SV=3 CONCAT=1	Homo sapiens
P60866	C	canonical	  1.000	  1.000	57	 17.664	9	8	8q12.1	56985506	56987065	-			P60866	903	5				RS20_HUMAN 40S ribosomal protein S20 OS=Homo sapiens GN=RPS20 PE=1 SV=1 CONCAT=2	Homo sapiens
P10620	C	canonical	  1.000	  1.000	8	  2.066	2	12	12p12.3	16500076	16517343	+			P10620	904	5				MGST1_HUMAN Microsomal glutathione S-transferase 1 OS=Homo sapiens GN=MGST1 PE=1 SV=1 CONCAT=2	Homo sapiens
Q6VN20	C	canonical	  1.000	  1.000	5	  0.310	4	16	16q22.1	67757005	67840555	-			Q96S59	905	12				RBP10_HUMAN Ran-binding protein 10 OS=Homo sapiens GN=RANBP10 PE=1 SV=1 CONCAT=2	Homo sapiens
Q96S59	C	canonical	  1.000	  1.000	6	  0.358	4	6	6p23	13621730	13711796	-			Q96S59	905	12				RANB9_HUMAN Ran-binding protein 9 OS=Homo sapiens GN=RANBP9 PE=1 SV=1 CONCAT=1	Homo sapiens
P53041	C	canonical	  1.000	  1.000	157	  9.010	26	19	19q13.32	46850251	46894109	+			P53041	906	8				PPP5_HUMAN Serine/threonine-protein phosphatase 5 OS=Homo sapiens GN=PPP5C PE=1 SV=1 CONCAT=2	Homo sapiens
O95758	C	canonical	  1.000	  1.000	18	  1.268	8	9	9q32	0	0	 			P26599	907	30				PTBP3_HUMAN Polypyrimidine tract-binding protein 3 OS=Homo sapiens GN=PTBP3 PE=1 SV=2 CONCAT=1	Homo sapiens
P26599	C	canonical	  1.000	  1.000	245	 15.818	28	19	19p13.3	797425	812320	+			P26599	907	30				PTBP1_HUMAN Polypyrimidine tract-binding protein 1 OS=Homo sapiens GN=PTBP1 PE=1 SV=1 CONCAT=1	Homo sapiens
Q9UKA9	C	canonical	  1.000	  1.000	27	  1.819	15	1	1p21.3	97187366	97280349	+			P26599	907	30				PTBP2_HUMAN Polypyrimidine tract-binding protein 2 OS=Homo sapiens GN=PTBP2 PE=1 SV=1 CONCAT=1	Homo sapiens
Q9NRV9	C	canonical	  1.000	  1.000	66	  9.297	12	12	12p13.1	13127798	13153207	-			Q9NRV9	908	4				HEBP1_HUMAN Heme-binding protein 1 OS=Homo sapiens GN=HEBP1 PE=1 SV=1 CONCAT=2	Homo sapiens
Q15311	C	canonical	  1.000	  1.000	4	  0.207	4	18	18p11.22	9475007	9538112	+			Q15311	909	2				RBP1_HUMAN RalA-binding protein 1 OS=Homo sapiens GN=RALBP1 PE=1 SV=3 CONCAT=3	Homo sapiens
Q9BY42	C	canonical	  1.000	  1.000	4	  0.387	3	20	20q13.31	55043647	55093943	+			Q9BY42	910	5				RTF2_HUMAN Protein RTF2 homolog OS=Homo sapiens GN=RTFDC1 PE=1 SV=3 CONCAT=3	Homo sapiens
O95166	C	canonical	  1.000	  1.000	4	  1.549	4	17	17p13.1	7143333	7146089	-			P60520	911	9				GBRAP_HUMAN Gamma-aminobutyric acid receptor-associated protein OS=Homo sapiens GN=GABARAP PE=1 SV=1 CONCAT=4	Homo sapiens
P60520	C	canonical	  1.000	  1.000	9	  1.743	6	16	16q23.1	75600249	75611779	+			P60520	911	9				GBRL2_HUMAN Gamma-aminobutyric acid receptor-associated protein-like 2 OS=Homo sapiens GN=GABARAPL2 PE=1 SV=1 CONCAT=5	Homo sapiens
Q9BV20	C	canonical	  1.000	  1.000	19	  1.338	12	19	19p13.2	13875363	13883680	+			Q9BV20	912	3				MTNA_HUMAN Methylthioribose-1-phosphate isomerase OS=Homo sapiens GN=MRI1 PE=1 SV=1 CONCAT=3	Homo sapiens
Q8NFC6	C	canonical	  1.000	  1.000	10	  0.109	9	4	4p15.33	13570362	13629347	-			Q8NFC6	913	4				BD1L1_HUMAN Biorientation of chromosomes in cell division protein 1-like 1 OS=Homo sapiens GN=BOD1L1 PE=1 SV=2 CONCAT=11	Homo sapiens
Q6ZS17	C	canonical	  1.000	  1.000	8	  0.217	5	16	16q22.1	0	0	 			Q6ZS17	914	10				FA65A_HUMAN Protein FAM65A OS=Homo sapiens GN=FAM65A PE=1 SV=1 CONCAT=1	Homo sapiens
P25789	C	canonical	  1.000	  1.000	155	 17.155	21	15	15q25.1	78832755	78841604	+			P25789	915	12				PSA4_HUMAN Proteasome subunit alpha type-4 OS=Homo sapiens GN=PSMA4 PE=1 SV=1 CONCAT=1	Homo sapiens
P07585	C	canonical	  1.000	  1.000	752	 61.327	41	12	12q21.33	91539025	91576900	-			P07585	916	15				PGS2_HUMAN Decorin OS=Homo sapiens GN=DCN PE=1 SV=1 CONCAT=12	Homo sapiens
P82664	C	canonical	  1.000	  1.000	24	  3.099	13	6	6p21.1	42174539	42185603	-			P82664	917	6				RT10_HUMAN 28S ribosomal protein S10, mitochondrial OS=Homo sapiens GN=MRPS10 PE=1 SV=2 CONCAT=1	Homo sapiens
P28799	C	canonical	  0.038	  1.000	24	  1.328	8	17	17q21.32	0	0	 			P28799	918	9				GRN_HUMAN Granulins OS=Homo sapiens GN=GRN PE=1 SV=2 CONCAT=47	Homo sapiens
P63027	C	canonical	  1.000	  1.000	30	  9.297	5	17	17p13.1	8062467	8066293	-			Q15836	919	14				VAMP2_HUMAN Vesicle-associated membrane protein 2 OS=Homo sapiens GN=VAMP2 PE=1 SV=3 CONCAT=2	Homo sapiens
Q15836	C	canonical	  1.000	  1.000	34	 10.536	6	1	1p36.23	7831329	7841492	+			Q15836	919	14				VAMP3_HUMAN Vesicle-associated membrane protein 3 OS=Homo sapiens GN=VAMP3 PE=1 SV=3 CONCAT=2	Homo sapiens
Q15293	C	canonical	  1.000	  1.000	60	  6.198	19	11	11p13	32112450	32127301	+			Q15293	920	5				RCN1_HUMAN Reticulocalbin-1 OS=Homo sapiens GN=RCN1 PE=1 SV=1 CONCAT=11	Homo sapiens
P35250	C	canonical	  1.000	  1.000	8	  0.563	6	7	7q11.23	73645867	73668774	-			P35250	921	9				RFC2_HUMAN Replication factor C subunit 2 OS=Homo sapiens GN=RFC2 PE=1 SV=3 CONCAT=2	Homo sapiens
P11169	C	canonical	  1.000	  1.000	3	  0.310	3	12	12p13.31	8071826	8088871	-			P11169	922	8				GTR3_HUMAN Solute carrier family 2, facilitated glucose transporter member 3 OS=Homo sapiens GN=SLC2A3 PE=1 SV=1 CONCAT=2	Homo sapiens
P82673	C	canonical	  1.000	  1.000	18	  1.859	11	12	12p11	0	0	 			P82673	923	4				RT35_HUMAN 28S ribosomal protein S35, mitochondrial OS=Homo sapiens GN=MRPS35 PE=1 SV=1 CONCAT=3	Homo sapiens
Q07020	C	canonical	  1.000	  1.000	137	 30.326	16	19	19q13.33	49118585	49122793	-			Q07020	924	23				RL18_HUMAN 60S ribosomal protein L18 OS=Homo sapiens GN=RPL18 PE=1 SV=2 CONCAT=2	Homo sapiens
Q9Y6I3	C	canonical	  1.000	  1.000	22	  1.894	12	19	19q13.42	56186611	56207132	+			Q9Y6I3	925	12				EPN1_HUMAN Epsin-1 OS=Homo sapiens GN=EPN1 PE=1 SV=2 CONCAT=1	Homo sapiens
Q92917	C	canonical	  1.000	  1.000	4	  0.214	4	X	Xp11.23	48970334	48980151	-			Q92917	926	2				GPKOW_HUMAN G patch domain and KOW motifs-containing protein OS=Homo sapiens GN=GPKOW PE=1 SV=2 CONCAT=2	Homo sapiens
O60306	C	canonical	  1.000	  1.000	16	  0.344	14	15	15q14	35147732	35262040	-			O60306	927	3				AQR_HUMAN Intron-binding protein aquarius OS=Homo sapiens GN=AQR PE=1 SV=4 CONCAT=1	Homo sapiens
O95983	C	canonical	  1.000	  1.000	10	  0.911	6	19	19p13.3	1576678	1592652	-			O95983	928	3				MBD3_HUMAN Methyl-CpG-binding domain protein 3 OS=Homo sapiens GN=MBD3 PE=1 SV=1 CONCAT=1	Homo sapiens
Q9NZU5	C	canonical	  1.000	  1.000	48	  2.975	22	3	3p26.1	8543393	8609805	+			Q9NZU5	929	8				LMCD1_HUMAN LIM and cysteine-rich domains protein 1 OS=Homo sapiens GN=LMCD1 PE=1 SV=1 CONCAT=1	Homo sapiens
P43686	C	canonical	  1.000	  1.000	139	  8.974	44	19	19q13.2	40476912	40487348	+			P43686	930	3				PRS6B_HUMAN 26S protease regulatory subunit 6B OS=Homo sapiens GN=PSMC4 PE=1 SV=2 CONCAT=1	Homo sapiens
Q8TBA6	C	canonical	  1.000	  1.000	3	  0.111	3	14	14q32.12	93260576	93306308	+			Q8TBA6	931	4				GOGA5_HUMAN Golgin subfamily A member 5 OS=Homo sapiens GN=GOLGA5 PE=1 SV=3 CONCAT=4	Homo sapiens
Q15645	C	canonical	  1.000	  1.000	4	  0.248	4	5	5p15.33	892758	918235	+			Q15645	932	4				PCH2_HUMAN Pachytene checkpoint protein 2 homolog OS=Homo sapiens GN=TRIP13 PE=1 SV=2 CONCAT=1	Homo sapiens
O15460	C	canonical	  1.000	  1.000	32	  1.653	17	5	5q31.1	131528303	131563550	-			O15460	933	15				P4HA2_HUMAN Prolyl 4-hydroxylase subunit alpha-2 OS=Homo sapiens GN=P4HA2 PE=1 SV=1 CONCAT=6	Homo sapiens
O75691	C	canonical	  1.000	  1.000	5	  0.053	5	12	12q23.2	101673887	101780394	+			O15460	933	15				UTP20_HUMAN Small subunit processome component 20 homolog OS=Homo sapiens GN=UTP20 PE=1 SV=3 CONCAT=7	Homo sapiens
Q99714	C	canonical	  1.000	  1.000	391	 43.275	28	X	Xp11.22	53458206	53461320	-			Q99714	934	3				HCD2_HUMAN 3-hydroxyacyl-CoA dehydrogenase type-2 OS=Homo sapiens GN=HSD17B10 PE=1 SV=3 CONCAT=5	Homo sapiens
Q9BVV7	C	canonical	  1.000	  1.000	36	  3.486	11	18	18q22.3	71815746	71826197	+			Q9BVV7	935	3				TIM21_HUMAN Mitochondrial import inner membrane translocase subunit Tim21 OS=Homo sapiens GN=TIMM21 PE=1 SV=1 CONCAT=5	Homo sapiens
Q14145	C	canonical	  1.000	  1.000	4	  0.168	3	19	19p13.2	10596796	10614417	-			Q14145	936	5				KEAP1_HUMAN Kelch-like ECH-associated protein 1 OS=Homo sapiens GN=KEAP1 PE=1 SV=2 CONCAT=12	Homo sapiens
P08138	C	canonical	  0.024	  1.000	8	  0.729	5	17	17q21.33	47572655	47592379	+			P08138	937	3				TNR16_HUMAN Tumor necrosis factor receptor superfamily member 16 OS=Homo sapiens GN=NGFR PE=1 SV=1 CONCAT=7	Homo sapiens
Q96CN7	C	canonical	  1.000	  1.000	276	 30.547	18	5	5q23.3	128430444	128449721	+			Q96CN7	938	5				ISOC1_HUMAN Isochorismatase domain-containing protein 1 OS=Homo sapiens GN=ISOC1 PE=1 SV=3 CONCAT=1	Homo sapiens
Q96IY4	C	canonical	  0.014	  1.000	3	  0.211	3	13	13q14.13	46627321	46679161	-			Q96IY4	939	4				CBPB2_HUMAN Carboxypeptidase B2 OS=Homo sapiens GN=CPB2 PE=1 SV=2 CONCAT=11	Homo sapiens
O95168	C	canonical	  1.000	  1.000	114	 29.440	14	3	3q13.33	120315156	120321347	+			O95168	940	4				NDUB4_HUMAN NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4 OS=Homo sapiens GN=NDUFB4 PE=1 SV=3 CONCAT=2	Homo sapiens
Q6AI08	C	canonical	  1.000	  1.000	6	  0.166	6	17	17q23.1	58120555	58156292	-			Q6AI08	941	4				HEAT6_HUMAN HEAT repeat-containing protein 6 OS=Homo sapiens GN=HEATR6 PE=1 SV=1 CONCAT=3	Homo sapiens
Q96DZ1	C	canonical	  1.000	  1.000	4	  0.221	4	2	2p16.2	54014217	54045956	+			Q96DZ1	942	3				ERLEC_HUMAN Endoplasmic reticulum lectin 1 OS=Homo sapiens GN=ERLEC1 PE=1 SV=1 CONCAT=7	Homo sapiens
Q00653	C	canonical	  1.000	  1.000	3	  0.106	3	10	10q24.32	104155463	104162281	+			Q00653	943	3				NFKB2_HUMAN Nuclear factor NF-kappa-B p100 subunit OS=Homo sapiens GN=NFKB2 PE=1 SV=4 CONCAT=12	Homo sapiens
P10619-2	C	canonical	  1.000	  1.000	14	  1.085	7	20	20q13.12	44519980	44527459	+			P10619-2	944	10				PPGB_HUMAN Isoform 2 of Lysosomal protective protein OS=Homo sapiens GN=CTSA	Homo sapiens
Q9Y547	C	canonical	  1.000	  1.000	12	  3.099	6	1	1p32.3	54387234	54411602	-			Q9Y547	945	3				IFT25_HUMAN Intraflagellar transport protein 25 homolog OS=Homo sapiens GN=HSPB11 PE=1 SV=1 CONCAT=1	Homo sapiens
Q02809	C	canonical	  0.136	  1.000	63	  2.169	30	1	1p36.22	11994810	12035594	+			Q02809	946	9				PLOD1_HUMAN Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 OS=Homo sapiens GN=PLOD1 PE=1 SV=2 CONCAT=18	Homo sapiens
P55809	C	canonical	  0.244	  1.000	1278	 70.723	57	5	5p13.1	41730167	41870621	-			P55809	947	6				SCOT1_HUMAN Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial OS=Homo sapiens GN=OXCT1 PE=1 SV=1 CONCAT=15	Homo sapiens
P46782	C	canonical	  1.000	  1.000	129	 19.988	22	19	19q13.43	58898636	58906170	+			P46782	948	5				RS5_HUMAN 40S ribosomal protein S5 OS=Homo sapiens GN=RPS5 PE=1 SV=4 CONCAT=2	Homo sapiens
O75131	C	canonical	  1.000	  1.000	241	 12.448	33	8	8q21.3	87497059	87573726	+			O75131	949	26				CPNE3_HUMAN Copine-3 OS=Homo sapiens GN=CPNE3 PE=1 SV=1 CONCAT=3	Homo sapiens
Q96FN4	C	canonical	  1.000	  1.000	52	  3.099	3	16	16q13	57126449	57181878	+			O75131	949	26				CPNE2_HUMAN Copine-2 OS=Homo sapiens GN=CPNE2 PE=1 SV=3 CONCAT=1	Homo sapiens
Q9HCH3	C	canonical	  1.000	  1.000	54	  2.699	4	6	6p21.2	36708555	36807778	-			O75131	949	26				CPNE5_HUMAN Copine-5 OS=Homo sapiens GN=CPNE5 PE=1 SV=2 CONCAT=4	Homo sapiens
Q13084	C	canonical	  1.000	  1.000	13	  1.549	10	16	16p13.3	417384	420527	-			Q13084	950	5				RM28_HUMAN 39S ribosomal protein L28, mitochondrial OS=Homo sapiens GN=MRPL28 PE=1 SV=4 CONCAT=7	Homo sapiens
Q9NW64	C	canonical	  1.000	  1.000	11	  0.741	8	5	5q33.1	150070356	150080669	-			Q9NW64	951	5				RBM22_HUMAN Pre-mRNA-splicing factor RBM22 OS=Homo sapiens GN=RBM22 PE=1 SV=1 CONCAT=2	Homo sapiens
O43264	C	canonical	  1.000	  1.000	29	  1.096	19	11	11q23.2	113603909	113644533	-			O43264	952	3				ZW10_HUMAN Centromere/kinetochore protein zw10 homolog OS=Homo sapiens GN=ZW10 PE=1 SV=3 CONCAT=3	Homo sapiens
Q15654	C	canonical	  1.000	  1.000	19	  1.280	13	7	7q22	0	0	 			Q15654	953	7				TRIP6_HUMAN Thyroid receptor-interacting protein 6 OS=Homo sapiens GN=TRIP6 PE=1 SV=3 CONCAT=4	Homo sapiens
Q02878	C	canonical	  1.000	  1.000	155	 16.011	30	12	12q24.13	112843003	112847445	-			Q02878	954	13				RL6_HUMAN 60S ribosomal protein L6 OS=Homo sapiens GN=RPL6 PE=1 SV=3 CONCAT=5	Homo sapiens
P31930	C	canonical	  0.400	  1.000	1406	 87.143	104	3	3p21.31	48636436	48647470	-			P31930	955	8				QCR1_HUMAN Cytochrome b-c1 complex subunit 1, mitochondrial OS=Homo sapiens GN=UQCRC1 PE=1 SV=3 CONCAT=6	Homo sapiens
Q15773	C	canonical	  1.000	  1.000	4	  0.563	3	12	12p13.31	6857173	6862721	-			Q15773	956	5				MLF2_HUMAN Myeloid leukemia factor 2 OS=Homo sapiens GN=MLF2 PE=1 SV=1 CONCAT=2	Homo sapiens
Q08378	C	canonical	  1.000	  1.000	20	  0.373	18	12	12q24.33	133345495	133405288	-			Q08378	957	4				GOGA3_HUMAN Golgin subfamily A member 3 OS=Homo sapiens GN=GOLGA3 PE=1 SV=2 CONCAT=4	Homo sapiens
P98172	C	canonical	  1.000	  1.000	9	  0.664	6	X	Xq13.1	68048840	68061990	+			P98172	958	2				EFNB1_HUMAN Ephrin-B1 OS=Homo sapiens GN=EFNB1 PE=1 SV=1 CONCAT=29	Homo sapiens
Q92896	C	canonical	  1.000	  1.000	85	  2.058	44	16	16q23.1	74485856	74641012	-			Q92896	959	8				GSLG1_HUMAN Golgi apparatus protein 1 OS=Homo sapiens GN=GLG1 PE=1 SV=2 CONCAT=6	Homo sapiens
O75391	C	canonical	  1.000	  1.000	7	  0.986	4	17	17p13.2	4862523	4871167	-			O75391	960	5				SPAG7_HUMAN Sperm-associated antigen 7 OS=Homo sapiens GN=SPAG7 PE=1 SV=2 CONCAT=2	Homo sapiens
Q06323	C	canonical	  1.000	  1.000	409	 42.249	30	14	14q12	24605367	24608176	+			Q06323	961	8				PSME1_HUMAN Proteasome activator complex subunit 1 OS=Homo sapiens GN=PSME1 PE=1 SV=1 CONCAT=3	Homo sapiens
Q9NPF4	C	canonical	  1.000	  1.000	16	  1.377	8	14	14q11.2	20914827	20923264	-			Q9NPF4	962	7				OSGEP_HUMAN Probable tRNA N6-adenosine threonylcarbamoyltransferase OS=Homo sapiens GN=OSGEP PE=1 SV=1 CONCAT=1	Homo sapiens
Q9NRG9	C	canonical	  1.000	  1.000	5	  0.267	3	12	12q13.13	53701240	53715415	-			Q9NRG9	963	4				AAAS_HUMAN Aladin OS=Homo sapiens GN=AAAS PE=1 SV=1 CONCAT=7	Homo sapiens
P45973	C	canonical	  1.000	  1.000	50	  7.043	20	12	12q13.13	54624724	54673886	-			P45973	964	3				CBX5_HUMAN Chromobox protein homolog 5 OS=Homo sapiens GN=CBX5 PE=1 SV=1 CONCAT=1	Homo sapiens
Q16401	C	canonical	  1.000	  1.000	75	  4.150	24	9	9q33.2	123578331	123605262	-			Q16401	965	6				PSMD5_HUMAN 26S proteasome non-ATPase regulatory subunit 5 OS=Homo sapiens GN=PSMD5 PE=1 SV=3 CONCAT=5	Homo sapiens
Q9NR45	C	canonical	  1.000	  1.000	56	  5.104	17	9	9q22.33	100819021	100845357	+			Q9NR45	966	5				SIAS_HUMAN Sialic acid synthase OS=Homo sapiens GN=NANS PE=1 SV=2 CONCAT=3	Homo sapiens
P62269	C	canonical	  1.000	  1.000	120	 20.660	26	HSCHR6_MHC_QBL	HSCHR6_MHC_QBLp21.32	33168626	33173129	+			P62269	967	15				RS18_HUMAN 40S ribosomal protein S18 OS=Homo sapiens GN=RPS18 PE=1 SV=3 CONCAT=2	Homo sapiens
Q9BQS8	C	canonical	  1.000	  1.000	21	  0.383	17	3	3p21.31	45959396	46037307	-			P62269	967	15				FYCO1_HUMAN FYVE and coiled-coil domain-containing protein 1 OS=Homo sapiens GN=FYCO1 PE=1 SV=3 CONCAT=11	Homo sapiens
P46379	C	canonical	  1.000	  1.000	44	  1.623	21	6	6p21.3	0	0	 			P46379	968	32				BAG6_HUMAN Large proline-rich protein BAG6 OS=Homo sapiens GN=BAG6 PE=1 SV=2 CONCAT=3	Homo sapiens
P25786	C	canonical	  1.000	  1.000	191	 15.576	28	11	11p15.2	14526423	14540761	-			P25786	969	21				PSA1_HUMAN Proteasome subunit alpha type-1 OS=Homo sapiens GN=PSMA1 PE=1 SV=1 CONCAT=2	Homo sapiens
P26640	C	canonical	  1.000	  1.000	106	  2.607	48	HSCHR6_MHC_DBB	HSCHR6_MHC_DBBp21.33	31727480	31745915	-			P25786	969	21				SYVC_HUMAN Valine--tRNA ligase OS=Homo sapiens GN=VARS PE=1 SV=4 CONCAT=7	Homo sapiens
P18206	C	canonical	  1.000	  1.000	1796	 37.105	149	10	10q22.2	75757872	75879910	+			P18206	970	17				VINC_HUMAN Vinculin OS=Homo sapiens GN=VCL PE=1 SV=4 CONCAT=8	Homo sapiens
Q96EB6	C	canonical	  1.000	  1.000	3	  0.116	3	10	10q21.3	69644427	69678147	+			Q96EB6	971	4				SIR1_HUMAN NAD-dependent protein deacetylase sirtuin-1 OS=Homo sapiens GN=SIRT1 PE=1 SV=2 CONCAT=7	Homo sapiens
Q13445	C	canonical	  0.024	  1.000	13	  2.238	5	19	19p13.2	10943114	10946966	-			Q13445	972	7				TMED1_HUMAN Transmembrane emp24 domain-containing protein 1 OS=Homo sapiens GN=TMED1 PE=1 SV=1 CONCAT=7	Homo sapiens
P48556	C	canonical	  1.000	  1.000	56	  4.339	16	19	19q13.2	38865176	38874464	+			P48556	973	7				PSMD8_HUMAN 26S proteasome non-ATPase regulatory subunit 8 OS=Homo sapiens GN=PSMD8 PE=1 SV=2 CONCAT=1	Homo sapiens
P17568	C	canonical	  1.000	  1.000	146	 32.318	18	19	19p13.12	14676890	14682874	-			P17568	974	3				NDUB7_HUMAN NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7 OS=Homo sapiens GN=NDUFB7 PE=1 SV=4 CONCAT=3	Homo sapiens
Q9NZ01	C	canonical	  1.000	  1.000	43	  4.164	14	19	19p13.12	14640372	14676790	+			Q9NZ01	975	7				TECR_HUMAN Very-long-chain enoyl-CoA reductase OS=Homo sapiens GN=TECR PE=1 SV=1 CONCAT=2	Homo sapiens
