NextprotID	SeqLength	MW	IsoPoint	TMDomains	SubcellLocations	Diseases	ProteinExistence	Chr
NX_Q9BYG5	372	41182	5.37	0	Cytoplasm;Cell membrane;Tight junction;Cytosol	NA	PE1	20
NX_Q9BYG7	248	29054	9.93	0	Nucleolus	NA	PE2	18
NX_Q9BYG8	508	57692	5.55	0	Cytosol;Cell membrane;Mitochondrion	NA	PE1	8
NX_Q9BYH1	1024	111782	4.68	1	Endoplasmic reticulum membrane	NA	PE1	22
NX_Q9BYH8	718	78061	6.15	0	Cytosol;Nucleus speckle;Nucleus	NA	PE1	3
NX_Q9BYI3	521	57625	8.45	0	Cell membrane;Cytosol;Cytosol;Cell membrane	Leukodystrophy, hypomyelinating, 5	PE1	7
NX_Q9BYJ0	223	24581	9.15	0	Extracellular space	NA	PE1	4
NX_Q9BYJ1	711	80543	6.53	0	Cell membrane;Cytosol;Cytoplasm	Ichthyosis, congenital, autosomal recessive 3	PE1	17
NX_Q9BYJ4	488	56864	7.43	0	Nucleolus;Centrosome;Cytoplasm	NA	PE1	11
NX_Q9BYJ9	559	60874	8.86	0	Cytoplasm	NA	PE1	20
NX_Q9BYK8	2649	294651	7.36	0	Nucleus	NA	PE1	20
NX_Q9BYL1	202	22770	10.02	0	Nucleoplasm	NA	PE1	20
NX_Q9BYM8	510	57572	5.47	0	NA	Polyglucosan body myopathy 1 with or without immunodeficiency	PE1	20
NX_Q9BYN0	137	14259	7.92	0	Nucleus;Cytoplasm;Cytoplasm	NA	PE1	20
NX_Q9BYN7	854	92728	9.11	0	Cytoplasmic vesicle;Nucleus;Nucleoplasm	NA	PE1	20
NX_Q9BYN8	205	24212	10.39	0	Mitochondrion;Mitochondrion	NA	PE1	20
NX_Q9BYP7	1800	198416	5.77	0	Cytoplasm;Cytoplasmic vesicle	NA	PE1	X
NX_Q9BYP8	105	9504	3.83	0	NA	NA	PE1	17
NX_Q9BYP9	154	16266	8.22	0	NA	NA	PE1	17
NX_Q9BYQ0	159	16723	8.04	0	NA	NA	PE1	17
NX_Q9BYQ2	154	16378	7.95	0	NA	NA	PE1	17
NX_Q9BYQ3	159	16854	7.93	0	NA	NA	PE1	17
NX_Q9BYQ4	174	18287	8.15	0	NA	NA	PE1	17
NX_Q9BYQ5	205	21825	8.43	0	NA	NA	PE1	17
NX_Q9BYQ6	195	20927	8.4	0	NA	NA	PE1	17
NX_Q9BYQ7	146	15241	8.15	0	NA	NA	PE1	17
NX_Q9BYQ8	210	22405	8.29	0	NA	NA	PE2	17
NX_Q9BYQ9	185	19627	8.21	0	NA	NA	PE1	17
NX_Q9BYR0	210	22535	8.31	0	NA	NA	PE1	17
NX_Q9BYR2	181	19363	8.25	0	NA	NA	PE1	17
NX_Q9BYR3	166	18023	8.39	0	NA	NA	PE1	17
NX_Q9BYR4	195	20504	8.43	0	NA	NA	PE1	17
NX_Q9BYR5	136	14462	8.31	0	NA	NA	PE1	17
NX_Q9BYR6	98	10365	5.4	0	NA	NA	PE1	17
NX_Q9BYR7	98	10407	5.4	0	NA	NA	PE1	17
NX_Q9BYR8	98	10539	5.99	0	NA	NA	PE1	17
NX_Q9BYR9	128	13480	8.32	0	NA	NA	PE1	17
NX_Q9BYS1	174	18010	6.59	0	NA	NA	PE1	17
NX_Q9BYS8	371	42943	5.79	0	NA	NA	PE1	3
NX_Q9BYT1	436	47482	7.96	10	Membrane;Nucleoplasm	Porokeratosis 8, disseminated superficial actinic type	PE1	20
NX_Q9BYT3	514	57831	6.6	0	Cytosol;Nucleus;Perinuclear region;Nucleolus	NA	PE1	11
NX_Q9BYT5	123	12957	8.26	0	NA	NA	PE2	17
NX_Q9BYT8	704	80652	6.21	0	Mitochondrion;Mitochondrion intermembrane space;Cytoplasm	NA	PE1	5
NX_Q9BYT9	981	114657	8.87	8	Cell membrane	Dystonia 24	PE1	11
NX_Q9BYU1	374	40854	9.05	0	Nucleus;Cytoplasmic vesicle	NA	PE1	19
NX_Q9BYU5	128	13514	8.32	0	NA	NA	PE2	17
NX_Q9BYV1	514	57156	8.08	0	Mitochondrion	NA	PE1	5
NX_Q9BYV2	358	40301	5.15	0	Cytoskeleton;Z line	NA	PE1	2
NX_Q9BYV6	548	60466	4.74	0	Nucleus;Golgi apparatus;Cytosol;Cytoplasm	NA	PE1	8
NX_Q9BYV7	579	65674	8.65	0	Mitochondrion	NA	PE1	11
NX_Q9BYV8	373	41368	8.46	0	Centrosome;Cilium;Cilium basal body	Joubert syndrome 15	PE1	7
NX_Q9BYV9	841	92537	5	0	Nucleus;Cytosol;Cytoplasm;Nucleus	NA	PE1	6
NX_Q9BYW1	496	53703	8.57	12	Cell junction;Cell membrane;Nucleus	NA	PE2	22
NX_Q9BYW2	2564	287597	5.8	0	Nucleus;Cytosol;Nucleus speckle;Chromosome	Luscan-Lumish syndrome;Renal cell carcinoma;Leukemia, acute lymphoblastic;Leukemia, acute myelogenous	PE1	3
NX_Q9BYW3	111	12174	9.47	0	Secreted	NA	PE1	20
NX_Q9BYX2	928	105414	6.15	0	Cytosol;Nucleus;Cytoplasm;Cytoplasmic vesicle;Cell junction	NA	PE1	9
NX_Q9BYX4	1025	116689	5.38	0	Nucleus;Cytoplasm	Diabetes mellitus, insulin-dependent, 19;Aicardi-Goutieres syndrome 7;Singleton-Merten syndrome 1	PE1	2
NX_Q9BYX7	375	42016	5.91	0	Cytoskeleton	NA	PE5	2
NX_Q9BYZ2	381	41943	8.88	0	NA	NA	PE1	15
NX_Q9BYZ6	727	82626	6.27	0	Cell membrane	NA	PE1	8
NX_Q9BYZ8	158	18230	9.33	0	Secreted	NA	PE1	1
NX_Q9BZ11	813	87739	6.54	1	Cell membrane;Nucleus speckle;Membrane	Asthma	PE1	20
NX_Q9BZ19	345	37630	9.2	0	NA	NA	PE4	20
NX_Q9BZ23	570	62681	9.39	0	Cytosol;Mitochondrion;Cytoplasm	Hypoprebetalipoproteinemia, acanthocytosis, retinitis pigmentosa, and pallidal degeneration;Neurodegeneration with brain iron accumulation 1	PE1	20
NX_Q9BZ29	2069	236446	7.25	0	Endomembrane system	NA	PE1	13
NX_Q9BZ67	464	51218	5.83	0	Nucleus;Nucleolus;Cytosol	NA	PE1	11
NX_Q9BZ68	369	41136	5.54	0	NA	NA	PE5	X
NX_Q9BZ71	974	106781	6.69	0	Endomembrane system;Cell membrane	Cone-rod dystrophy 5	PE1	17
NX_Q9BZ72	1349	148933	6.72	0	Cytoplasmic vesicle;Endomembrane system	NA	PE1	12
NX_Q9BZ76	1288	140690	8.02	1	Cell membrane;Secreted	NA	PE1	9
NX_Q9BZ81	275	31906	7.56	0	NA	NA	PE2	X
NX_Q9BZ95	1437	161613	8.57	0	Mitochondrion;Nucleoplasm;Nucleus;Chromosome	NA	PE1	8
NX_Q9BZ97	58	6256	4.45	1	Membrane	NA	PE5	Y
NX_Q9BZ98	90	10490	9.55	0	NA	NA	PE5	Y
NX_Q9BZA0	68	7782	9.63	0	NA	NA	PE5	Y
NX_Q9BZA5	131	14632	5.22	0	NA	NA	PE5	Y
NX_Q9BZA7	1347	147558	5.04	1	Cell membrane	NA	PE1	X
NX_Q9BZA8	1340	146775	5.03	1	Cell membrane	NA	PE1	Y
NX_Q9BZB8	566	62595	7.55	0	Synapse;Membrane;Cytoplasmic granule;P-body;Cytoplasmic vesicle;Nucleoplasm;Cytoplasm;Postsynaptic density;Nucleus;Dendrite	NA	PE1	15
NX_Q9BZC1	486	51966	8.11	0	Nucleus;Cytoplasm	NA	PE1	18
NX_Q9BZC7	2435	269873	6.38	14	Endosome membrane;Lysosome membrane	NA	PE1	9
NX_Q9BZD2	475	51815	7.95	11	Late endosome membrane;Lysosome membrane;Cytoplasmic vesicle;Membrane;Golgi apparatus	Histiocytosis-lymphadenopathy plus syndrome	PE1	10
NX_Q9BZD3	368	41713	6.36	0	NA	NA	PE5	4
NX_Q9BZD4	464	54304	8.41	0	Nucleus;Kinetochore;Nucleus	NA	PE1	1
NX_Q9BZD6	226	25403	7.08	1	Golgi apparatus;Membrane	NA	PE1	11
NX_Q9BZD7	231	25875	5.75	1	Membrane	NA	PE2	X
NX_Q9BZE0	524	55689	9.08	0	Cytosol;Cell membrane;Nucleoplasm;Cytoplasm;Nucleus speckle	Nephronophthisis 7	PE1	16
NX_Q9BZE1	423	48117	8.83	0	Cytoplasm;Mitochondrion;Mitochondrion;Mitochondrion	NA	PE1	1
NX_Q9BZE2	481	55647	7.2	0	Nucleus;Nucleus;Cytosol	Mental retardation, autosomal recessive 55	PE1	11
NX_Q9BZE3	327	35074	9.05	0	Nucleus	NA	PE2	9
NX_Q9BZE4	634	73964	9.52	0	Nucleolus;Nucleolus;Nucleus membrane	NA	PE1	10
NX_Q9BZE7	217	24956	9.83	0	NA	NA	PE1	22
NX_Q9BZE9	553	60183	6.23	0	Cytoplasmic vesicle;Endomembrane system;Endoplasmic reticulum-Golgi intermediate compartment membrane;Nucleoplasm;Cell membrane;Cytoplasm;Nucleus	NA	PE1	17
NX_Q9BZF1	889	101196	6.52	1	Cell membrane;Cytoplasmic vesicle;Cytosol;Endoplasmic reticulum membrane;Nucleus membrane	NA	PE1	12
NX_Q9BZF2	842	95432	8.31	0	Cytosol;Nucleoplasm;Cytosol;Endoplasmic reticulum membrane;Cell membrane	NA	PE1	17
NX_Q9BZF3	934	106306	6.48	0	Cell membrane;Nucleus envelope;Endoplasmic reticulum membrane;Cytosol;Cell membrane	NA	PE1	2
NX_Q9BZF9	1416	162505	6.6	0	Cytosol;Cytoskeleton;Cytoplasm;Nucleus;Nucleus	NA	PE1	15
NX_Q9BZG1	259	29044	8.07	0	Phagosome;Cytoplasm;Golgi apparatus;Phagosome membrane	NA	PE1	17
NX_Q9BZG2	426	46090	8.45	1	Membrane	Amelogenesis imperfecta 1J	PE1	19
NX_Q9BZG8	443	48805	8.47	0	Nucleoplasm;Cytoplasm;Cell junction;Nucleus	Developmental delay with short stature, dysmorphic features, and sparse hair	PE1	17
NX_Q9BZH6	1224	136685	6.48	1	Cytosol;Nucleus;Cytoskeleton;Membrane;Cytoplasm	Hypogonadotropic hypogonadism 14 with or without anosmia	PE1	10
NX_Q9BZI1	471	49129	5.14	0	Nucleus;Nucleus;Nucleolus	NA	PE1	5
NX_Q9BZI7	483	57762	9.48	0	Nucleus;Cytoplasm;Nucleus;Nucleolus;Cytosol	Mental retardation, X-linked, syndromic, 14	PE1	X
NX_Q9BZJ0	848	100452	8.1	0	Cytoplasm;Nucleus speckle	NA	PE1	20
NX_Q9BZJ3	242	26584	5.51	0	Secreted	NA	PE1	16
NX_Q9BZJ4	359	39249	9.68	6	Mitochondrion;Mitochondrion inner membrane	NA	PE1	17
NX_Q9BZJ6	419	47578	9.6	7	Cytosol;Cell membrane;Nucleus;Cell membrane	NA	PE2	6
NX_Q9BZJ7	368	37614	10.86	7	Cell membrane	NA	PE2	3
NX_Q9BZJ8	451	49292	6.19	7	Cell membrane	NA	PE1	1
NX_Q9BZK3	213	23306	4.53	0	NA	NA	PE5	8
NX_Q9BZK7	514	55595	5.28	0	Nucleus;Nucleoplasm	Mental retardation, autosomal dominant 41;Pierpont syndrome	PE1	3
NX_Q9BZK8	76	8369	8.97	0	NA	NA	PE4	1
NX_Q9BZL1	73	8547	8.58	0	Cytoplasm	NA	PE1	19
NX_Q9BZL3	60	6593	6.69	1	Cytoplasmic vesicle;Membrane	NA	PE1	5
NX_Q9BZL4	782	84881	5.44	0	Cytoplasm	NA	PE1	19
NX_Q9BZL6	878	96750	6.39	0	Cytosol;Nucleoplasm;Cytoplasm;Cell membrane;Nucleus;trans-Golgi network	NA	PE1	19
NX_Q9BZM1	189	21067	6.95	0	Secreted;Cytoplasm	NA	PE1	4
NX_Q9BZM2	168	18658	5.09	0	Secreted	NA	PE1	1
NX_Q9BZM3	304	32031	9.22	0	Nucleus	NA	PE2	4
NX_Q9BZM4	244	27949	8.2	0	Cytoplasmic vesicle;Microtubule organizing center;Cell membrane	NA	PE1	6
NX_Q9BZM5	246	27368	6.93	0	Cytoplasmic vesicle;Endoplasmic reticulum;Cell membrane;Cell membrane;Secreted	NA	PE1	6
NX_Q9BZM6	244	27997	7.07	0	Cell membrane;Endoplasmic reticulum;Cytoskeleton;Cell membrane;Cytosol	NA	PE1	6
NX_Q9BZP3	86	9646	4.99	0	NA	NA	PE5	18
NX_Q9BZP6	476	52271	5.54	0	Secreted;Cytoplasm	NA	PE1	1
NX_Q9BZQ2	653	72632	5.2	0	Spindle	NA	PE1	1
NX_Q9BZQ4	307	34439	6.59	0	Cytoplasm;Golgi apparatus	NA	PE1	1
NX_Q9BZQ6	932	104664	4.82	0	Endoplasmic reticulum lumen;Endoplasmic reticulum	NA	PE1	1
NX_Q9BZQ8	928	103135	4.74	0	Cytosol;Membrane;Cytoplasm;Cell membrane	NA	PE1	1
NX_Q9BZR6	473	50708	9.22	0	Endoplasmic reticulum;Perikaryon;Cell membrane;Membrane raft;Dendrite;Cell membrane;Cytoskeleton;Focal adhesion;Axon	Schizophrenia	PE1	22
NX_Q9BZR8	327	36598	6.17	0	Cytosol;Endomembrane system;Cytoplasm;Cytosol	NA	PE1	12
NX_Q9BZR9	551	61489	7.26	0	Nucleoplasm;Cytoplasmic vesicle;Cytosol	NA	PE1	10
NX_Q9BZS1	431	47244	9.52	0	Nucleoplasm;Nucleus;Cytoplasm	Immunodeficiency polyendocrinopathy, enteropathy, X-linked syndrome	PE1	X
NX_Q9BZS9	49	5619	5.91	0	NA	NA	PE5	7
NX_Q9BZV1	441	49754	6.46	0	Golgi apparatus;Lysosome membrane;Late endosome membrane;Cytosol;Centrosome;Nucleus;Membrane;Cytoplasm;Early endosome membrane;Cytosol	NA	PE1	19
NX_Q9BZV2	496	55665	6.01	12	Nucleoplasm;Cytosol;Membrane	Thiamine metabolism dysfunction syndrome 2, biotin- or thiamine-responsive type	PE1	2
NX_Q9BZV3	1241	138621	4.52	1	Membrane	Macular dystrophy, vitelliform, 5;Retinitis pigmentosa 56	PE1	3
NX_Q9BZW2	595	66134	8.35	13	Membrane	NA	PE1	7
NX_Q9BZW4	377	42554	7.95	9	Endoplasmic reticulum-Golgi intermediate compartment membrane;Endoplasmic reticulum membrane	NA	PE1	19
NX_Q9BZW5	370	41636	7.55	9	Lysosome membrane;Cytoskeleton	NA	PE1	15
NX_Q9BZW7	698	81421	5.73	0	Nucleus membrane;Nucleus;Cytoplasm;Cytosol	NA	PE1	2
NX_Q9BZW8	370	41616	9.14	1	Cell membrane;Membrane	NA	PE1	1
NX_Q9BZX2	261	29299	6.24	0	Nucleus	NA	PE1	1
NX_Q9BZX4	212	23964	5.11	0	Flagellum	NA	PE1	3
NX_Q9BZY9	425	48244	7.55	0	Cytoplasm;Mitochondrion	NA	PE1	6
NX_Q9BZZ2	1709	182624	6.15	1	Secreted;Cell membrane	NA	PE1	20
NX_Q9BZZ5	524	59005	6.99	0	Nucleus speckle;Nucleus;Cytoplasm	NA	PE1	11
NX_Q9C000	1473	165866	6.39	0	Nucleoplasm;Cytosol;Cytoplasm;Cytosol;Nucleus;Inflammasome	Vitiligo-associated multiple autoimmune disease 1;Autoinflammation with arthritis and dyskeratosis;Palmoplantar carcinoma, multiple self-healing	PE1	17
NX_Q9C002	83	9617	9.45	0	Mitochondrion;Nucleus	NA	PE1	15
NX_Q9C004	299	32541	8.25	0	Cytoplasm;Ruffle membrane	Hypogonadotropic hypogonadism 17 with or without anosmia	PE1	5
NX_Q9C005	99	11250	4.84	0	Nucleoplasm;Golgi apparatus;trans-Golgi network;Nucleus	NA	PE1	2
NX_Q9C009	403	41526	9.52	0	Nucleus;Nucleus	NA	PE1	6
NX_Q9C010	78	8468	4.76	0	NA	NA	PE1	6
NX_Q9C019	465	52113	5.4	0	NA	NA	PE1	6
NX_Q9C026	710	79177	6.4	0	Cytosol;Cytoplasm;Dendrite;Synaptic vesicle;Cytoskeleton;Synapse	NA	PE1	14
NX_Q9C029	511	56631	7.81	0	Cytoplasmic vesicle;Nucleoplasm;Cytosol	NA	PE1	5
NX_Q9C030	488	56400	7.5	0	Cytoplasm	NA	PE1	11
NX_Q9C035	493	56338	5.73	0	Cytosol;P-body;Nucleus;Cytoplasm	NA	PE1	11
NX_Q9C037	500	57461	8.4	0	Cytosol;Cytoplasm;Cell membrane	NA	PE1	7
NX_Q9C040	744	81530	6.51	0	Cytoplasm;Centrosome	Charcot-Marie-Tooth disease 2R	PE1	4
NX_Q9C056	277	29263	9.71	0	Nucleus	Spastic ataxia 8, autosomal recessive, with hypomyelinating leukodystrophy	PE1	10
NX_Q9C073	453	48319	8.67	0	Nucleoplasm	NA	PE1	17
NX_Q9C075	422	48131	6.09	0	Cytoskeleton;Cytosol	NA	PE1	17
NX_Q9C086	356	38637	9.66	0	Cell membrane;Cytosol;Nucleus;Nucleus;Nucleolus	NA	PE1	2
NX_Q9C091	1923	214354	6.18	1	Membrane;Mitochondrion;Nucleolus	NA	PE1	18
NX_Q9C093	1822	209811	5.4	0	NA	NA	PE1	5
NX_Q9C098	648	73814	9	0	Nucleus;Cytoplasm	NA	PE2	3
NX_Q9C099	1032	119596	5.62	0	Centriole	NA	PE1	8
NX_Q9C0A0	1308	145274	6.22	1	Presynaptic cell membrane	NA	PE1	16
NX_Q9C0A1	2572	274176	5.59	0	Nucleolus;Nucleus;Nucleus	NA	PE1	14
NX_Q9C0A6	1442	157515	8.74	0	Cytosol;Nucleus;Nucleus	Mental retardation, autosomal dominant 23	PE1	3
NX_Q9C0B0	810	88084	6.4	0	Cytosol;Cytoplasm;Cytosol	NA	PE1	17
NX_Q9C0B1	505	58282	5.1	0	Cytosol;Nucleus;Nucleus speckle;Cytoplasmic vesicle	Obesity;Growth retardation, developmental delay, and facial dysmorphism	PE1	16
NX_Q9C0B2	1584	178589	6.01	0	Cilium axoneme	NA	PE1	1
NX_Q9C0B5	715	77545	9.17	4	Cytosol;Cell membrane;Nucleoplasm;Cell membrane;Cell junction	NA	PE1	11
NX_Q9C0B6	783	89005	8.18	0	Nucleolus;Secreted;Cytoplasmic vesicle	NA	PE1	1
NX_Q9C0B7	1094	120748	5.75	1	Cytosol;Golgi apparatus;Membrane	NA	PE1	16
NX_Q9C0B9	1178	125936	6.55	0	Nucleolus;Nucleus;Cytosol	NA	PE1	18
NX_Q9C0C2	1729	181796	4.77	0	Nucleus;Cytoskeleton;Chromosome	NA	PE1	11
NX_Q9C0C4	833	92623	6.92	1	Synaptic vesicle membrane;Postsynaptic density	NA	PE1	2
NX_Q9C0C6	399	42692	9.08	0	Cytosol;Nucleus;Cytosol;Nucleus;Nucleolus	NA	PE1	14
NX_Q9C0C7	1298	142507	6.73	0	Autophagosome;Mitochondrion;Cytoplasmic vesicle	NA	PE1	11
NX_Q9C0C9	1292	141293	5.01	0	Nucleus;Cytoplasm;Nucleus;Nucleus	NA	PE1	17
NX_Q9C0D0	580	66308	6.51	0	Cytoplasm;Synapse;Cell membrane;Nucleus	NA	PE1	6
NX_Q9C0D2	2601	295176	5.68	0	Cell membrane;Cytosol;Centrosome;Centriole	NA	PE1	11
NX_Q9C0D3	744	83921	6.38	0	Golgi apparatus;Cytoskeleton	NA	PE1	1
NX_Q9C0D4	1074	119531	9.52	0	Nucleus;Nucleus	NA	PE1	4
NX_Q9C0D5	1861	202219	8.63	0	Postsynaptic density	NA	PE1	2
NX_Q9C0D6	1143	124762	9.17	0	NA	NA	PE1	4
NX_Q9C0D7	883	99340	6.48	0	Golgi apparatus;Nucleus membrane	NA	PE1	11
NX_Q9C0D9	397	45229	6.12	10	Membrane	NA	PE1	2
NX_Q9C0E2	1151	130139	4.95	0	Cytoplasm;Nucleoplasm;Nucleus;Cytosol	NA	PE1	13
NX_Q9C0E4	1043	112501	6.06	0	Cytosol;Membrane;Cytoplasm	NA	PE1	3
NX_Q9C0E8	428	47740	5.07	2	Nucleoplasm;Endoplasmic reticulum;Endoplasmic reticulum membrane	NA	PE1	2
NX_Q9C0F0	2248	241919	5.8	0	Nucleus	Bainbridge-Ropers syndrome	PE2	18
NX_Q9C0F1	390	44140	5.13	0	Centrosome;Spindle pole;Midbody	NA	PE1	4
NX_Q9C0F3	470	54277	6.75	0	Cytosol;Nucleoplasm;Nucleus	NA	PE1	1
NX_Q9C0G0	2248	247367	6.05	0	Cell membrane;Nucleus;Nucleoplasm	NA	PE1	18
NX_Q9C0G6	4158	475983	5.72	0	Cilium axoneme	NA	PE1	2
NX_Q9C0H2	523	57545	5.19	5	Cell membrane	NA	PE1	7
NX_Q9C0H5	1083	121286	7.3	0	Nucleus;Nucleoplasm;Cytoskeleton;Cytosol;Cytoskeleton	NA	PE1	8
NX_Q9C0H6	718	80245	6.39	0	Cytoskeleton;Cytoskeleton;Microtubule organizing center	NA	PE1	X
NX_Q9C0H9	1055	112453	9.32	0	Cell junction;Cytoplasm;Axon;Cytoskeleton;Dendrite;Synapse;Postsynaptic density	NA	PE1	17
NX_Q9C0I1	747	86148	6.17	0	Cytoplasm	NA	PE1	5
NX_Q9C0I3	900	99510	7.88	0	NA	NA	PE1	4
NX_Q9C0I4	1608	179402	7.93	1	Nucleoplasm;Membrane;Cytosol	NA	PE1	2
NX_Q9C0I9	530	60089	9.62	0	Golgi apparatus;Nucleus	NA	PE2	10
NX_Q9C0J1	378	42310	9.44	1	Golgi apparatus membrane;Mitochondrion;Nucleolus	NA	PE1	12
NX_Q9C0J8	1336	145891	9.24	0	Nucleoplasm;Nucleus;Nucleolus	NA	PE1	2
NX_Q9C0J9	482	50498	6.95	0	Nucleoplasm;Nucleus	NA	PE1	12
NX_Q9C0K0	894	95519	6.1	0	Nucleus;Nucleolus;Nucleus	Immunodeficiency 49	PE1	14
NX_Q9C0K1	460	49631	5.71	8	Membrane	Congenital disorder of glycosylation 2N	PE1	4
NX_Q9C0K3	210	23712	5.36	0	NA	NA	PE2	7
NX_Q9C0K7	418	47026	6.52	0	Cytosol;Nucleus;Cytoplasm	NA	PE1	2
NX_Q9GIP4	190	19840	6.72	3	Membrane	NA	PE5	16
NX_Q9GIY3	266	30139	8.22	1	Endoplasmic reticulum membrane;Late endosome membrane;Cell membrane;trans-Golgi network membrane;Endosome membrane;Lysosome membrane	NA	PE1	6
NX_Q9GZK3	357	40412	8.61	7	Cell membrane	NA	PE2	6
NX_Q9GZK4	316	35339	9.02	7	Cell membrane	NA	PE2	6
NX_Q9GZK6	312	35454	8.31	7	Cell membrane	NA	PE3	6
NX_Q9GZK7	315	35250	8.05	7	Cell membrane	NA	PE2	6
NX_Q9GZL7	423	47708	5.57	0	Nucleus;Nucleolus;Cell membrane;Nucleolus;Nucleoplasm;Nucleolus;Cytosol	NA	PE1	2
NX_Q9GZL8	116	12676	4.52	0	NA	NA	PE2	3
NX_Q9GZM3	115	13088	6.28	0	Nucleus	NA	PE1	7
NX_Q9GZM5	350	38248	5.47	5	Endoplasmic reticulum;Nucleoplasm;Golgi apparatus;Cell membrane;Cytoplasm;cis-Golgi network membrane	NA	PE1	6
NX_Q9GZM6	311	34857	8.37	7	Cell membrane	NA	PE2	11
NX_Q9GZM7	467	52387	6.54	0	Secreted	NA	PE1	1
NX_Q9GZM8	345	38375	5.16	0	Centrosome;Kinetochore;Spindle;Cytoskeleton	NA	PE1	17
NX_Q9GZN0	384	40246	9.8	7	Cell membrane;Cytoplasm;Nucleus	Chorea, childhood-onset, with psychomotor retardation	PE2	1
NX_Q9GZN1	396	45810	4.92	0	Cytosol;Cytoskeleton;Nucleus;Cell membrane	NA	PE1	12
NX_Q9GZN2	237	25878	7.77	0	Nucleoplasm;Nucleus	NA	PE1	20
NX_Q9GZN4	317	33732	7.55	0	Nucleoplasm;Secreted	NA	PE1	16
NX_Q9GZN6	736	82200	8.59	12	Golgi apparatus;Membrane	NA	PE1	19
NX_Q9GZN7	287	32254	8.3	0	Cytoplasm;Nucleus;Nucleus envelope	Kohlschuetter-Toenz syndrome	PE1	16
NX_Q9GZN8	174	19291	6.34	0	Nucleoplasm;Cytosol	NA	PE1	20
NX_Q9GZP0	370	42848	8.28	0	Secreted;Golgi apparatus;Cytoplasmic vesicle	NA	PE1	11
NX_Q9GZP1	204	21983	4.69	2	Cell membrane;Golgi apparatus;Nucleoplasm;Cytosol;Cytoplasmic vesicle;Membrane	NA	PE1	20
NX_Q9GZP4	211	24178	5.47	0	NA	NA	PE1	1
NX_Q9GZP7	353	40021	9.46	7	Cytoplasmic vesicle;Cell membrane;Nucleus	NA	PE2	19
NX_Q9GZP8	106	10897	9.73	0	Nucleus;Nucleus;Cytosol;Nucleus;Cell membrane	NA	PE1	19
NX_Q9GZP9	239	27567	6.73	4	Endoplasmic reticulum;Endoplasmic reticulum membrane	NA	PE1	17
NX_Q9GZQ3	224	24670	6.52	0	Cytoplasm;Nucleoplasm;Cytosol;Nucleus	NA	PE1	8
NX_Q9GZQ4	415	47696	8.96	7	Cell membrane	NA	PE1	5
NX_Q9GZQ6	430	47819	9.54	7	Cell membrane	NA	PE2	10
NX_Q9GZQ8	125	14688	8.89	0	Nucleus;Cytoplasm;Autophagosome;Cytoskeleton;Endomembrane system;Autophagosome membrane	NA	PE1	16
NX_Q9GZR1	1112	126146	6.3	0	Cytosol;Nucleoplasm;Nucleus	NA	PE1	6
NX_Q9GZR2	422	46672	9.79	0	Nucleus;Nucleolus;Nucleus;Nucleolus	NA	PE1	9
NX_Q9GZR5	314	36829	9.49	7	Endoplasmic reticulum membrane	Spinocerebellar ataxia 34;Stargardt disease 3;Ichthyosis, spastic quadriplegia, and mental retardation	PE1	6
NX_Q9GZR7	859	96332	9.14	0	Nucleus;Nucleolus;Cytosol	NA	PE1	14
NX_Q9GZS0	605	68821	4.68	0	Cilium axoneme	Ciliary dyskinesia, primary, 9	PE1	17
NX_Q9GZS1	481	53962	8.8	0	Nucleus;Nucleolus;Nucleolus	NA	PE1	9
NX_Q9GZS3	305	33581	5.16	0	Cytosol;Nucleus;Cytoplasm;Nucleoplasm	NA	PE1	15
NX_Q9GZS9	411	46161	10.07	1	Golgi apparatus membrane	NA	PE1	16
NX_Q9GZT3	109	12349	10.26	0	Mitochondrion;Mitochondrion;Nucleus	NA	PE1	14
NX_Q9GZT4	340	36566	6.11	0	Cytoplasmic vesicle	NA	PE1	17
NX_Q9GZT5	417	46444	9.38	0	Extracellular matrix	Tooth agenesis, selective, 4;Schopf-Schulz-Passarge syndrome;Odonto-onycho-dermal dysplasia	PE1	2
NX_Q9GZT6	254	29506	6.99	1	Mitochondrion;Mitochondrion;Mitochondrion membrane	NA	PE1	11
NX_Q9GZT8	377	41968	6.19	0	Cytoplasmic vesicle;Cytoplasm;Nucleus	NA	PE1	2
NX_Q9GZT9	426	46021	8.83	0	Cytoplasm;Cytosol;Nucleus	Erythrocytosis, familial, 3	PE1	1
NX_Q9GZU0	229	27083	9.05	0	Nucleus;Cytoplasm;Cytosol	NA	PE1	6
NX_Q9GZU1	580	65022	6.9	6	Cell membrane;Cytosol;Late endosome membrane;Lysosome membrane;Phagocytic cup;Phagosome membrane;Cell membrane	Mucolipidosis 4	PE1	19
NX_Q9GZU2	1588	180827	5.31	0	Nucleus;Nucleoplasm;Cytoplasm	NA	PE1	19
NX_Q9GZU3	492	56274	9.51	8	Cytoplasmic vesicle;Membrane	NA	PE1	1
NX_Q9GZU5	481	52000	9.1	0	Extracellular matrix	Night blindness, congenital stationary, 1A	PE1	X
NX_Q9GZU7	261	29203	5.62	0	Nucleoplasm;Nucleus	NA	PE1	2
NX_Q9GZU8	254	28912	5.38	0	Nucleus;Nucleus;Cytoplasmic vesicle;Nucleoplasm	NA	PE1	16
NX_Q9GZV1	360	39859	5.72	0	Cytoplasmic vesicle;Nucleus;PML body;I band;Cytosol	NA	PE1	10
